sagecode,item,domsupply,foodsupply,feedsupply,otherutil,foodfraction,feedfraction,otherutilfraction
POL,Vegetables Other,4206285.714,3546857.143,146857.1429,512571.4286,0.843227822,0.034913735,0.121858443
PRT,Vegetables Other,1248714.286,1111428.571,14571.42857,122714.2857,0.890058346,0.011669145,0.098272509
KOR,Vegetables Other,10438000,8974857.143,0,1463142.857,0.859825363,0,0.140174637
MDA,Vegetables Other,275714.2857,233571.4286,8714.285714,33428.57143,0.847150259,0.031606218,0.121243523
ROM,Vegetables Other,2859142.857,2427000,275714.2857,156428.5714,0.848855801,0.096432497,0.054711702
RUS,Vegetables Other,10486428.57,9075481.207,1129804.507,281142.8571,0.865450153,0.107739685,0.026810163
RWA,Vegetables Other,227428.5714,204714.2857,0,22714.28571,0.900125628,0,0.099874372
KNA,Vegetables Other,2285.714286,2000,0,285.7142857,0.875,0,0.125
STL,Vegetables Other,2714.285714,2714.285714,0,0,1,0,0
VCT,Vegetables Other,4000,4000,0,0,1,0,0
WSM,Vegetables Other,1714.285714,1714.285714,0,0,1,0,0
STP,Vegetables Other,6714.285714,5714.285714,0,1000,0.85106383,0,0.14893617
SAU,Vegetables Other,1468857.143,1326857.143,142.8571429,141857.1429,0.903326201,9.73E-05,0.096576542
SEN,Vegetables Other,364428.5714,335142.8571,0,29285.71429,0.919639357,0,0.080360643
SRM,Vegetables Other,969428.5714,869428.5714,0,100000,0.896846449,0,0.103153551
SYC,Vegetables Other,3142.857143,3142.857143,0,0,1,0,0
SLE,Vegetables Other,183571.4286,165142.8571,0,18428.57143,0.899610895,0,0.100389105
SVK,Vegetables Other,370571.4286,346142.8571,0,24428.57143,0.934078643,0,0.065921357
SVN,Vegetables Other,115857.1429,106142.8571,0,9714.285714,0.916152898,0,0.083847102
SLB,Vegetables Other,7000,7000,0,0,1,0,0
ZAF,Vegetables Other,1432142.857,1225285.714,66571.42857,140285.7143,0.855561097,0.046483791,0.097955112
ESP,Vegetables Other,4952714.286,3905000,233571.4286,814142.8571,0.788456546,0.047160287,0.164383167
LKA,Vegetables Other,439714.2857,385714.2857,0,54000,0.877192982,0,0.122807018
SDN,Vegetables Other,1061714.286,911000,0,150714.2857,0.858046286,0,0.141953714
SUR,Vegetables Other,22857.14286,20857.14286,0,2000,0.9125,0,0.0875
SWZ,Vegetables Other,16428.57143,15428.57143,0,1000,0.939130435,0,0.060869565
SWE,Vegetables Other,514000,455428.5714,8285.714286,50285.71429,0.886047804,0.016120067,0.097832129
CHE,Vegetables Other,542857.1429,522285.7143,1428.571429,19142.85714,0.962105263,0.002631579,0.035263158
SYR,Vegetables Other,1188000,1045714.286,18000,124285.7143,0.88023088,0.015151515,0.104617605
TJK,Vegetables Other,246714.2857,222428.5714,19428.57143,4857.142857,0.901563405,0.078749276,0.019687319
THA,Vegetables Other,2270428.571,2030142.857,428.5714286,239857.1429,0.894167243,0.000188762,0.105643994
MKD,Vegetables Other,304285.7143,230714.2857,37857.14286,35714.28571,0.758215962,0.124413146,0.117370892
TGO,Vegetables Other,130571.4286,117428.5714,0,13142.85714,0.899343545,0,0.100656455
TRI,Vegetables Other,33714.28571,31428.57143,0,2285.714286,0.93220339,0,0.06779661
TUN,Vegetables Other,1039000,885857.1429,47714.28571,105428.5714,0.852605527,0.045923278,0.101471195
TUR,Vegetables Other,13141857.14,8514571.429,2023857.143,2603428.571,0.647897123,0.154000848,0.19810203
TKM,Vegetables Other,348142.8571,240857.1429,83571.42857,23714.28571,0.691834222,0.240049241,0.068116537
UGA,Vegetables Other,389857.1429,350428.5714,0,39428.57143,0.898864053,0,0.101135947
UKR,Vegetables Other,4095285.714,3455340.643,540516.4996,99428.57143,0.84373616,0.131985052,0.024278787
ARE,Vegetables Other,802571.4286,387714.2857,0,414857.1429,0.483090068,0,0.516909932
GBR,Vegetables Other,4172428.571,3708000,80142.85714,384285.7143,0.888691067,0.019207724,0.092101209
TZA,Vegetables Other,1017000,874714.2857,0,142285.7143,0.86009271,0,0.13990729
USA,Vegetables Other,23183285.71,21555857.14,193285.7143,1434142.857,0.929801643,0.008337287,0.06186107
URY,Vegetables Other,118857.1429,103285.7143,0,15571.42857,0.868990385,0,0.131009615
UZB,Vegetables Other,1680000,1508413.88,74300.40578,97285.71429,0.897865405,0.044226432,0.057908163
VUT,Vegetables Other,11000,10000,0,1000,0.909090909,0,0.090909091
VEN,Vegetables Other,909571.4286,752000,0,157571.4286,0.826762997,0,0.173237003
VNM,Vegetables Other,6343571.429,5707857.143,0,635714.2857,0.89978606,0,0.10021394
YEM,Vegetables Other,272285.7143,259000,0,13285.71429,0.951206716,0,0.048793284
ZMB,Vegetables Other,214428.5714,192857.1429,0,21571.42857,0.8994004,0,0.1005996
ZWE,Vegetables Other,132000,118857.1429,0,13142.85714,0.9004329,0,0.0995671
ALB,Wheat,670714.2857,495142.8571,32142.85714,143428.5714,0.738232162,0.047923323,0.213844515
DZA,Wheat,6515285.714,5966571.429,63571.42857,485142.8571,0.915780472,0.009757274,0.074462254
AGO,Wheat,340142.8571,338285.7143,0,1857.142857,0.994540109,0,0.005459891
ATG,Wheat,5285.714286,4714.285714,0,571.4285714,0.891891892,0,0.108108108
ARG,Wheat,4915428.571,4219285.714,128571.4286,567571.4286,0.858375959,0.026156708,0.115467333
ARM,Wheat,545000,463734.7796,25550.93466,55714.28571,0.850889504,0.046882449,0.102228047
AUS,Wheat,4205714.286,1396087.433,2121341.138,688285.7143,0.331950137,0.504394972,0.163654891
AUT,Wheat,1052857.143,639552.2954,378590.5618,34714.28571,0.607444514,0.35958398,0.032971506
AZE,Wheat,1726857.143,1498666.879,77761.69279,150428.5714,0.867858053,0.045030762,0.087111185
BHA,Wheat,20571.42857,14000,0,6571.428571,0.680555556,0,0.319444444
BGD,Wheat,3205428.571,3072142.857,0,133285.7143,0.958418754,0,0.041581246
BAR,Wheat,23714.28571,18142.85714,1857.142857,3714.285714,0.765060241,0.078313253,0.156626506
BLR,Wheat,1489285.714,763651.3424,632062.9433,93571.42857,0.512763491,0.424406773,0.062829736
BEL,Wheat,1806857.143,630193.5075,968663.6354,208000,0.348778823,0.536104163,0.115117015
BZE,Wheat,19428.57143,15714.28571,0,3714.285714,0.808823529,0,0.191176471
BEN,Wheat,54714.28571,53714.28571,0,1000,0.981723238,0,0.018276762
BMU,Wheat,4142.857143,3142.857143,0,1000,0.75862069,0,0.24137931
BOL,Wheat,476857.1429,430000,0,46857.14286,0.901737567,0,0.098262433
BIH,Wheat,607857.1429,306571.4286,145000,156285.7143,0.504347826,0.238542891,0.257109283
BWA,Wheat,60285.71429,56571.42857,0,3714.285714,0.938388626,0,0.061611374
BRA,Wheat,9140285.714,8342142.857,335714.2857,462428.5714,0.912678566,0.03672908,0.050592354
BRN,Wheat,13428.57143,13428.57143,0,0,1,0,0
BGR,Wheat,2500285.714,1117044.364,1085241.351,298000,0.446766686,0.434046935,0.119186379
BFA,Wheat,63714.28571,62428.57143,0,1285.714286,0.979820628,0,0.020179372
BDI,Wheat,15857.14286,15857.14286,0,0,1,0,0
KHM,Wheat,25428.57143,25428.57143,0,0,1,0,0
CMR,Wheat,249571.4286,240571.4286,0,9000,0.96393818,0,0.03606182
CAN,Wheat,6757428.571,2750992.711,3771864.432,234571.4286,0.407106443,0.558180437,0.03471312
CPV,Wheat,22000,15714.28571,0,6285.714286,0.714285714,0,0.285714286
CAF,Wheat,31000,30142.85714,0,857.1428571,0.97235023,0,0.02764977
TCD,Wheat,53285.71429,52285.71429,0,1000,0.981233244,0,0.018766756
CHL,Wheat,1910285.714,1730142.857,123571.4286,56571.42857,0.905698474,0.064687407,0.029614119
CHN,Wheat,107202000,95852094.37,3600191.344,7749714.286,0.89412599,0.033583248,0.072290762
COL,Wheat,1160714.286,1142714.286,0,18000,0.984492308,0,0.015507692
COM,Wheat,7142.857143,7142.857143,0,0,1,0,0
COG,Wheat,154714.2857,151571.4286,0,3142.857143,0.979686057,0,0.020313943
COS,Wheat,189428.5714,182000,0,7428.571429,0.960784314,0,0.039215686
HRV,Wheat,711714.2857,421857.1429,247142.8571,42714.28571,0.592733842,0.3472501,0.060016058
CUB,Wheat,1010142.857,617571.4286,335428.5714,57142.85714,0.611370386,0.332060529,0.056569085
CYP,Wheat,88285.71429,76000,3285.714286,9000,0.860841424,0.037216828,0.101941748
CZE,Wheat,3252142.857,1024010.136,2094704.15,133428.5714,0.314872434,0.644099673,0.041027894
CIV,Wheat,277857.1429,272000,0,5857.142857,0.978920308,0,0.021079692
PRK,Wheat,704857.1429,651714.2857,17571.42857,35571.42857,0.924604783,0.024929064,0.050466153
ZAR,Wheat,284142.8571,274571.4286,0,9571.428571,0.966314731,0,0.033685269
DNK,Wheat,3995714.286,498000,3352857.143,144857.1429,0.124633536,0.839113336,0.036253128
DJI,Wheat,66428.57143,58428.57143,0,8000,0.879569892,0,0.120430108
DMI,Wheat,7142.857143,5142.857143,0,2000,0.72,0,0.28
DOM,Wheat,328714.2857,241285.7143,81142.85714,6285.714286,0.734028683,0.246849196,0.019122121
ECU,Wheat,477714.2857,475714.2857,1000,1000,0.995813397,0.002093301,0.002093301
EGY,Wheat,11371857.14,9529000,1059571.429,783285.7143,0.837945806,0.09317488,0.068879314
ELS,Wheat,198428.5714,194142.8571,0,4285.714286,0.978401728,0,0.021598272
ERI,Wheat,252142.8571,240000,0,12142.85714,0.95184136,0,0.04815864
EST,Wheat,224571.4286,95428.57143,123857.1429,5285.714286,0.424936387,0.551526718,0.023536896
ETH,Wheat,2125142.857,1933857.143,0,191285.7143,0.909989244,0,0.090010756
FJI,Wheat,87571.42857,79285.71429,0,8285.714286,0.905383361,0,0.094616639
FIN,Wheat,599142.8571,390857.1429,146142.8571,62142.85714,0.652360515,0.243919886,0.103719599
FRA,Wheat,18560857.14,6057924.33,11251789.96,1251142.857,0.326381712,0.606210687,0.067407601
PYF,Wheat,28571.42857,15857.14286,0,12714.28571,0.555,0,0.445
GAB,Wheat,68142.85714,62285.71429,0,5857.142857,0.914046122,0,0.085953878
GMB,Wheat,36857.14286,23000,0,13857.14286,0.624031008,0,0.375968992
GEO,Wheat,1049142.857,746953.5824,151046.4176,151142.8571,0.711965561,0.143971259,0.144063181
DEU,Wheat,15111857.14,6249296.416,7919275.013,943285.7143,0.413535964,0.524043798,0.062420238
GHA,Wheat,238714.2857,234142.8571,0,4571.428571,0.980849791,0,0.019150209
GRC,Wheat,2196571.429,1500275.576,508010.1386,188285.7143,0.683007871,0.231274127,0.085718002
GRD,Wheat,9571.428571,5142.857143,2428.571429,2000,0.537313433,0.253731343,0.208955224
GUA,Wheat,380428.5714,377571.4286,0,2857.142857,0.992489673,0,0.007510327
GIN,Wheat,111857.1429,109714.2857,0,2142.857143,0.980842912,0,0.019157088
GNB,Wheat,12571.42857,12571.42857,0,0,1,0,0
GUY,Wheat,56000,42142.85714,10714.28571,3142.857143,0.75255102,0.191326531,0.056122449
HAI,Wheat,278571.4286,265857.1429,0,12714.28571,0.954358974,0,0.045641026
HON,Wheat,196714.2857,187000,9142.857143,571.4285714,0.950617284,0.04647785,0.002904866
HUN,Wheat,2563714.286,1124494.15,1050220.136,389000,0.438619138,0.409647885,0.151732977
ISL,Wheat,36142.85714,28000,7000,1142.857143,0.774703557,0.193675889,0.031620553
IND,Wheat,65093714.29,62144857.14,842428.5714,2106428.571,0.954698281,0.012941781,0.032359938
IDN,Wheat,3729285.714,3471428.571,102285.7143,155571.4286,0.930856158,0.027427696,0.041716146
IRN,Wheat,13994571.43,11220727.47,2000129.674,773714.2857,0.801791432,0.142921824,0.055286744
IRL,Wheat,1189714.286,385754.6901,762959.5956,41000,0.324241454,0.64129649,0.034462056
ISR,Wheat,1515428.571,676000,567428.5714,272000,0.446078431,0.374434389,0.179487179
ITA,Wheat,10320428.57,8678244.209,1568470.077,73714.28571,0.840880216,0.151977223,0.007142561
JAM,Wheat,165714.2857,162714.2857,0,3000,0.981896552,0,0.018103448
JPN,Wheat,6314285.714,5692672.11,458613.6042,163000,0.901554407,0.072631114,0.02581448
JOR,Wheat,678000,646142.8571,0,31857.14286,0.953013064,0,0.046986936
KAZ,Wheat,4128571.429,2366210.396,850503.8897,911857.1429,0.573130546,0.206004402,0.220865052
KEN,Wheat,803000,782000,0,21000,0.97384807,0,0.02615193
KIR,Wheat,6142.857143,5142.857143,0,1000,0.837209302,0,0.162790698
KWT,Wheat,192142.8571,172142.8571,0,20000,0.895910781,0,0.104089219
KGZ,Wheat,1207285.714,794006.573,390136.2842,23142.85714,0.657679092,0.323151578,0.019169329
LAO,Wheat,9000,9000,0,0,1,0,0
LVA,Wheat,351571.4286,186378.4851,151907.2292,13285.71429,0.530129783,0.432080701,0.037789516
LBN,Wheat,521142.8571,439285.7143,20142.85714,61714.28571,0.842927632,0.038651316,0.118421053
LSO,Wheat,97000,83571.42857,0,13428.57143,0.861561119,0,0.138438881
LBR,Wheat,89285.71429,87714.28571,0,1571.428571,0.9824,0,0.0176
LBY,Wheat,1434428.571,915000,294571.4286,224857.1429,0.637884673,0.205358032,0.156757295
LTU,Wheat,822714.2857,444142.8571,336000,42571.42857,0.539850669,0.408404237,0.051745095
LUX,Wheat,37000,19714.28571,16714.28571,571.4285714,0.532818533,0.451737452,0.015444015
MDG,Wheat,98428.57143,97428.57143,0,1000,0.989840348,0,0.010159652
MWI,Wheat,72857.14286,72714.28571,0,142.8571429,0.998039216,0,0.001960784
MYS,Wheat,1196285.714,1068455.308,127830.4068,0,0.893143916,0.106856084,0
MDV,Wheat,22571.42857,19142.85714,0,3428.571429,0.848101266,0,0.151898734
MLI,Wheat,80000,78428.57143,0,1571.428571,0.980357143,0,0.019642857
MLT,Wheat,63285.71429,57285.71429,0,6000,0.905191874,0,0.094808126
MRT,Wheat,265000,253571.4286,0,11428.57143,0.956873315,0,0.043126685
MUS,Wheat,117571.4286,116571.4286,0,1000,0.991494532,0,0.008505468
MEX,Wheat,5480857.143,3726142.857,57000,1697714.286,0.679846739,0.010399833,0.309753428
MNG,Wheat,313142.8571,299287.3147,8855.542412,5000,0.955753286,0.028279561,0.015967153
MAR,Wheat,5810000,5044857.143,257142.8571,508000,0.868305877,0.044258667,0.087435456
MOZ,Wheat,223142.8571,219142.8571,0,4000,0.982074264,0,0.017925736
MMR,Wheat,184285.7143,178000,0,6285.714286,0.965891473,0,0.034108527
NAM,Wheat,78142.85714,75142.85714,0,3000,0.961608775,0,0.038391225
NPL,Wheat,1062857.143,870428.5714,4571.428571,187857.1429,0.818951613,0.004301075,0.176747312
NLD,Wheat,3431428.571,1000160.589,1923696.554,507571.4286,0.291470613,0.560610986,0.147918401
ANT,Wheat,17428.57143,16000,0,1428.571429,0.918032787,0,0.081967213
NCL,Wheat,31142.85714,19285.71429,0,11857.14286,0.619266055,0,0.380733945
NZL,Wheat,557142.8571,364410.9424,165446.2004,27285.71429,0.654070922,0.296954719,0.048974359
NIC,Wheat,115714.2857,113714.2857,0,2000,0.982716049,0,0.017283951
NER,Wheat,61000,59857.14286,0,1142.857143,0.981264637,0,0.018735363
NGA,Wheat,1969142.857,1874714.286,17857.14286,76571.42857,0.95204585,0.009068485,0.038885665
NOR,Wheat,536142.8571,447571.4286,84857.14286,3714.285714,0.834798828,0.158273381,0.006927791
PAK,Wheat,18234285.71,17391836.11,373592.4578,468857.1429,0.953798596,0.020488461,0.025712943
PAN,Wheat,116571.4286,112428.5714,0,4142.857143,0.964460784,0,0.035539216
PRY,Wheat,330571.4286,116142.8571,114285.7143,100142.8571,0.351339672,0.345721694,0.302938634
PER,Wheat,1466000,1373000,0,93000,0.936562074,0,0.063437926
PHL,Wheat,2521000,2232857.143,285714.2857,2428.571429,0.885702952,0.113333711,0.000963337
POL,Wheat,8655714.286,4192787.51,3743355.347,719571.4286,0.484395322,0.432472148,0.08313253
PRT,Wheat,1653571.429,1060662.567,588766.0046,4142.857143,0.641437405,0.356057195,0.0025054
KOR,Wheat,3714857.143,2361428.571,1320714.286,32714.28571,0.635671435,0.355522227,0.008806337
MDA,Wheat,783857.1429,338029.1345,366399.4369,79428.57143,0.431238189,0.467431394,0.101330417
ROM,Wheat,4790428.571,3203909.474,742376.2405,844142.8571,0.668814789,0.154970736,0.176214475
RUS,Wheat,31313571.43,19493779.85,11484363,335428.5714,0.622534542,0.366753535,0.010711923
RWA,Wheat,21857.14286,20714.28571,0,1142.857143,0.947712418,0,0.052287582
KNA,Wheat,3571.428571,2428.571429,0,1142.857143,0.68,0,0.32
STL,Wheat,18714.28571,14000,0,4714.285714,0.748091603,0,0.251908397
VCT,Wheat,11285.71429,8571.428571,0,2714.285714,0.759493671,0,0.240506329
WSM,Wheat,9000,7571.428571,0,1428.571429,0.841269841,0,0.158730159
STP,Wheat,7142.857143,7142.857143,0,0,1,0,0
SAU,Wheat,1914142.857,1877714.286,0,36428.57143,0.980968729,0,0.019031271
SEN,Wheat,261857.1429,257000,0,4857.142857,0.981451173,0,0.018548827
SRM,Wheat,1999285.714,861747.4714,688823.9572,448714.2857,0.431027674,0.344535027,0.224437299
SYC,Wheat,6142.857143,5142.857143,0,1000,0.837209302,0,0.162790698
SLE,Wheat,65000,62428.57143,0,2571.428571,0.96043956,0,0.03956044
SVK,Wheat,1382142.857,601365.3737,718491.7692,62285.71429,0.435096394,0.519839006,0.045064599
SVN,Wheat,282000,186339.6331,40803.22401,54857.14286,0.660778841,0.144692284,0.194528875
SLB,Wheat,9571.428571,9571.428571,0,0,1,0,0
ZAF,Wheat,2700142.857,2624990.312,30009.68836,45142.85714,0.972167197,0.011114111,0.016718692
ESP,Wheat,7826142.857,3610113.986,4106314.585,109714.2857,0.461289048,0.524692005,0.014018947
LKA,Wheat,888000,867857.1429,0,20142.85714,0.977316602,0,0.022683398
SDN,Wheat,1072857.143,1006428.571,41571.42857,24857.14286,0.938082557,0.038748336,0.023169108
SUR,Wheat,25142.85714,23285.71429,0,1857.142857,0.926136364,0,0.073863636
SWZ,Wheat,38142.85714,36142.85714,0,2000,0.947565543,0,0.052434457
SWE,Wheat,1732428.571,767941.7955,889915.3473,74571.42857,0.443274723,0.51368083,0.043044446
CHE,Wheat,877142.8571,677000,151714.2857,48428.57143,0.771824104,0.172964169,0.055211726
SYR,Wheat,3112285.714,2663714.286,194714.2857,253857.1429,0.855870743,0.062563114,0.081566143
TJK,Wheat,1026857.143,1024571.429,0,2285.714286,0.997774068,0,0.002225932
THA,Wheat,684000,684000,0,0,1,0,0
MKD,Wheat,428142.8571,224000,23000,181142.8571,0.523189857,0.053720387,0.423089756
TGO,Wheat,66000,64142.85714,0,1857.142857,0.971861472,0,0.028138528
TRI,Wheat,121000,114000,0,7000,0.94214876,0,0.05785124
TUN,Wheat,2167000,1934428.571,30714.28571,201857.1429,0.892675852,0.014173644,0.093150504
TUR,Wheat,16874714.29,13057142.86,1035714.286,2781857.143,0.773769715,0.061376701,0.164853585
TKM,Wheat,1664857.143,898428.5714,653428.5714,113000,0.539643041,0.392483268,0.067873691
UGA,Wheat,109000,106428.5714,0,2571.428571,0.976408912,0,0.023591088
UKR,Wheat,10851428.57,6248906.048,4152379.666,450142.8571,0.57586022,0.382657421,0.041482359
ARE,Wheat,1216000,687000,150428.5714,378571.4286,0.564967105,0.123707707,0.311325188
GBR,Wheat,13113857.14,5949392.063,6715036.509,449428.5714,0.453672173,0.512056555,0.034271272
TZA,Wheat,329571.4286,322000,0,7571.428571,0.977026441,0,0.022973559
USA,Wheat,31317714.29,24586845.21,6730869.074,0,0.785077895,0.214922105,0
URY,Wheat,384285.7143,334714.2857,25000,24571.42857,0.871003717,0.065055762,0.06394052
UZB,Wheat,4260000,3899775.574,324652.9971,35571.42857,0.915440276,0.076209624,0.008350101
VUT,Wheat,6000,5142.857143,0,857.1428571,0.857142857,0,0.142857143
VEN,Wheat,1232142.857,1169428.571,27714.28571,35000,0.949101449,0.022492754,0.028405797
VNM,Wheat,663857.1429,651857.1429,0,12000,0.981923822,0,0.018076178
YEM,Wheat,2167000,2120000,0,47000,0.978311029,0,0.021688971
ZMB,Wheat,144571.4286,141571.4286,0,3000,0.979249012,0,0.020750988
ZWE,Wheat,245714.2857,236285.7143,0,9428.571429,0.961627907,0,0.038372093
BAR,Yams,857.1428571,857.1428571,0,0,1,0,0
BEN,Yams,1231142.857,889142.8571,171000,171000,0.722209329,0.138895335,0.138895335
BRA,Yams,224714.2857,116428.5714,80571.42857,27714.28571,0.518118245,0.35855054,0.123331214
BFA,Yams,44714.28571,40142.85714,0,4571.428571,0.897763578,0,0.102236422
BDI,Yams,10714.28571,10714.28571,0,0,1,0,0
CMR,Yams,199428.5714,149428.5714,0,50000,0.749283668,0,0.250716332
CAF,Yams,330857.1429,312285.7143,0,18571.42857,0.943868739,0,0.056131261
TCD,Yams,233571.4286,186285.7143,12000,35285.71429,0.797553517,0.051376147,0.151070336
CHN,Yams,3000,3000,0,0,1,0,0
COL,Yams,220857.1429,176571.4286,22142.85714,22142.85714,0.799482536,0.100258732,0.100258732
COM,Yams,4000,4000,0,0,1,0,0
COG,Yams,9714.285714,8714.285714,0,1000,0.897058824,0,0.102941176
COS,Yams,4714.285714,3571.428571,0,1142.857143,0.757575758,0,0.242424242
CUB,Yams,51285.71429,30714.28571,20571.42857,0,0.598885794,0.401114206,0
CIV,Yams,3568857.143,2944000,178285.7143,446571.4286,0.824913938,0.049955968,0.125130094
ZAR,Yams,89857.14286,83285.71429,2000,4571.428571,0.926868045,0.022257552,0.050874404
DMI,Yams,7000,2000,3000,2000,0.285714286,0.428571429,0.285714286
DOM,Yams,15714.28571,14285.71429,0,1428.571429,0.909090909,0,0.090909091
ETH,Yams,182857.1429,162571.4286,0,20285.71429,0.8890625,0,0.1109375
FJI,Yams,4142.857143,4142.857143,0,0,1,0,0
GAB,Yams,148285.7143,73285.71429,42000,33000,0.494219653,0.283236994,0.222543353
GHA,Yams,3273142.857,2216000,0,1057142.857,0.67702514,0,0.32297486
GIN,Yams,74714.28571,63428.57143,0,11285.71429,0.848948375,0,0.151051625
GUY,Yams,2571.428571,2285.714286,0,285.7142857,0.888888889,0,0.111111111
HAI,Yams,200857.1429,160714.2857,0,40142.85714,0.800142248,0,0.199857752
JAM,Yams,165000,151000,0,14000,0.915151515,0,0.084848485
JPN,Yams,176571.4286,158000,9285.714286,9285.714286,0.894822006,0.052588997,0.052588997
KEN,Yams,6857.142857,6857.142857,0,0,1,0,0
LBR,Yams,20000,18000,0,2000,0.9,0,0.1
MLI,Yams,31428.57143,29714.28571,0,1714.285714,0.945454545,0,0.054545455
MRT,Yams,2000,2000,0,0,1,0,0
NCL,Yams,11000,6000,3000,2000,0.545454545,0.272727273,0.181818182
NER,Yams,2571.428571,2571.428571,0,0,1,0,0
NGA,Yams,26378714.29,9155000,5275714.286,11948000,0.34706013,0.199998917,0.452940953
PAN,Yams,14428.57143,13428.57143,0,1000,0.930693069,0,0.069306931
PHL,Yams,21571.42857,19000,1285.714286,1285.714286,0.880794702,0.059602649,0.059602649
PRT,Yams,2000,2000,0,0,1,0,0
RWA,Yams,4000,4000,0,0,1,0,0
STL,Yams,1285.714286,1285.714286,0,0,1,0,0
VCT,Yams,1428.571429,1000,428.5714286,0,0.7,0.3,0
WSM,Yams,2000,2000,0,0,1,0,0
STP,Yams,1000,1000,0,0,1,0,0
SLB,Yams,26285.71429,25714.28571,0,571.4285714,0.97826087,0,0.02173913
SDN,Yams,135571.4286,121857.1429,0,13714.28571,0.898840885,0,0.101159115
TGO,Yams,568714.2857,425142.8571,0,143571.4286,0.747550867,0,0.252449133
TZA,Yams,9000,8714.285714,0,285.7142857,0.968253968,0,0.031746032
USA,Yams,27857.14286,27857.14286,0,0,1,0,0
VEN,Yams,67857.14286,65142.85714,0,2714.285714,0.96,0,0.04
AGO,Palm Oil,77142.85714,58971.42857,6600,11571.42857,0.764444444,0.085555556,0.15
ALB,Palm Oil,571.4285714,0,0,571.4285714,0,0,1
ARE,Palm Oil,20285.71429,1000,0,19285.71429,0.049295775,0,0.950704225
