"Statistic","Month","Meteorological Weather Station","UNIT","VALUE"
"Average Maximum Temperature","1960M04","Clones","Degrees C","13.1"
"Average Maximum Temperature","1960M04","Cork airport","Degrees C",""
"Average Maximum Temperature","1960M04","Dublin airport","Degrees C","12.6"
"Average Maximum Temperature","1960M04","Galway","Degrees C",""
"Average Maximum Temperature","1960M04","Kilkenny","Degrees C","13.7"
"Average Maximum Temperature","1960M04","Malin head","Degrees C","11.7"
"Average Maximum Temperature","1960M04","Mullingar","Degrees C","13.4"
"Average Maximum Temperature","1960M04","Roches Point","Degrees C","12.8"
"Average Maximum Temperature","1960M04","Rosslare","Degrees C","11.9"
"Average Maximum Temperature","1960M04","Shannon airport","Degrees C","13.8"
"Average Maximum Temperature","1960M05","Belmullet","Degrees C","15.4"
"Average Maximum Temperature","1960M05","Birr","Degrees C","17"
"Average Maximum Temperature","1960M05","Valentia Observatory","Degrees C","16.2"
"Average Maximum Temperature","1960M05","Casement","Degrees C",""
"Average Maximum Temperature","1960M05","Claremorris","Degrees C","16.5"
"Average Maximum Temperature","1960M05","Clones","Degrees C","16.9"
"Average Maximum Temperature","1960M05","Cork airport","Degrees C",""
"Average Maximum Temperature","1960M05","Dublin airport","Degrees C","15.7"
"Average Maximum Temperature","1960M05","Galway","Degrees C",""
"Average Maximum Temperature","1960M05","Kilkenny","Degrees C","17"
"Average Maximum Temperature","1960M05","Malin head","Degrees C","14.9"
"Average Maximum Temperature","1960M05","Mullingar","Degrees C","17"
"Average Maximum Temperature","1960M05","Roches Point","Degrees C","15.2"
"Average Maximum Temperature","1960M05","Rosslare","Degrees C","14.6"
"Average Maximum Temperature","1960M05","Shannon airport","Degrees C","17.2"
"Average Maximum Temperature","1960M06","Belmullet","Degrees C","16.9"
"Average Maximum Temperature","1960M06","Birr","Degrees C","19.6"
"Average Maximum Temperature","1960M06","Valentia Observatory","Degrees C","18"
"Average Maximum Temperature","1960M06","Casement","Degrees C",""
"Average Maximum Temperature","1960M06","Claremorris","Degrees C","18.2"
"Average Maximum Temperature","1960M06","Clones","Degrees C","18.9"
"Average Maximum Temperature","1960M06","Cork airport","Degrees C",""
"Average Maximum Temperature","1960M06","Dublin airport","Degrees C","18.9"
"Average Maximum Temperature","1960M06","Galway","Degrees C",""
"Average Maximum Temperature","1960M06","Kilkenny","Degrees C","19.7"
"Average Maximum Temperature","1960M06","Malin head","Degrees C","16.8"
"Average Maximum Temperature","1960M06","Mullingar","Degrees C","19.7"
"Average Maximum Temperature","1960M06","Roches Point","Degrees C","17.9"
"Average Maximum Temperature","1960M06","Rosslare","Degrees C","16.9"
"Average Maximum Temperature","1960M06","Shannon airport","Degrees C","19.5"
"Average Maximum Temperature","1960M07","Belmullet","Degrees C","17"
"Average Maximum Temperature","1960M07","Birr","Degrees C","17.8"
"Average Maximum Temperature","1960M07","Valentia Observatory","Degrees C","16.8"
"Average Maximum Temperature","1960M07","Casement","Degrees C",""
"Average Maximum Temperature","1960M07","Claremorris","Degrees C","17.2"
"Average Maximum Temperature","1960M07","Clones","Degrees C","17.4"
"Average Maximum Temperature","1960M07","Cork airport","Degrees C",""
"Average Maximum Temperature","1960M07","Dublin airport","Degrees C","18.3"
"Average Maximum Temperature","1960M07","Galway","Degrees C",""
"Average Maximum Temperature","1960M07","Kilkenny","Degrees C","18.5"
"Average Maximum Temperature","1960M07","Malin head","Degrees C","16.8"
"Average Maximum Temperature","1960M07","Mullingar","Degrees C","18.5"
"Average Maximum Temperature","1960M07","Roches Point","Degrees C","17.6"
"Average Maximum Temperature","1960M07","Rosslare","Degrees C","18.2"
"Average Maximum Temperature","1960M07","Shannon airport","Degrees C","17.9"
"Average Maximum Temperature","1960M08","Belmullet","Degrees C","17.2"
"Average Maximum Temperature","1960M08","Birr","Degrees C","18.5"
"Average Maximum Temperature","1960M08","Valentia Observatory","Degrees C","17.9"
"Average Maximum Temperature","1960M08","Casement","Degrees C",""
"Average Maximum Temperature","1960M08","Claremorris","Degrees C","17.8"
"Average Maximum Temperature","1960M08","Clones","Degrees C","17.6"
"Average Maximum Temperature","1960M08","Cork airport","Degrees C",""
"Average Maximum Temperature","1960M08","Dublin airport","Degrees C","17.9"
"Average Maximum Temperature","1960M08","Galway","Degrees C",""
"Average Maximum Temperature","1960M08","Kilkenny","Degrees C","18.9"
"Average Maximum Temperature","1960M08","Malin head","Degrees C","16.6"
"Average Maximum Temperature","1960M08","Mullingar","Degrees C","18.7"
"Average Maximum Temperature","1960M08","Roches Point","Degrees C","18.1"
"Average Maximum Temperature","1960M08","Rosslare","Degrees C","17.6"
"Average Maximum Temperature","1960M08","Shannon airport","Degrees C","19.1"
"Average Maximum Temperature","1960M09","Belmullet","Degrees C","15.8"
"Average Maximum Temperature","1960M09","Birr","Degrees C","16.3"
"Average Maximum Temperature","1960M09","Valentia Observatory","Degrees C","16.5"
"Average Maximum Temperature","1960M09","Casement","Degrees C",""
"Average Maximum Temperature","1960M09","Claremorris","Degrees C","15.8"
"Average Maximum Temperature","1960M09","Clones","Degrees C","15.7"
"Average Maximum Temperature","1960M09","Cork airport","Degrees C",""
"Average Maximum Temperature","1960M09","Dublin airport","Degrees C","16"
"Average Maximum Temperature","1960M09","Galway","Degrees C",""
"Average Maximum Temperature","1960M09","Kilkenny","Degrees C","16.7"
"Average Maximum Temperature","1960M09","Malin head","Degrees C","15.6"
"Average Maximum Temperature","1960M09","Mullingar","Degrees C","16"
"Average Maximum Temperature","1960M09","Roches Point","Degrees C","16.3"
"Average Maximum Temperature","1960M09","Rosslare","Degrees C","16.2"
"Average Maximum Temperature","1960M09","Shannon airport","Degrees C","16.9"
"Average Maximum Temperature","1960M10","Belmullet","Degrees C","13.3"
"Average Maximum Temperature","1960M10","Birr","Degrees C","12.9"
"Average Maximum Temperature","1960M10","Valentia Observatory","Degrees C","14"
"Average Maximum Temperature","1960M10","Casement","Degrees C",""
"Average Maximum Temperature","1960M10","Claremorris","Degrees C","12.7"
"Average Maximum Temperature","1960M10","Clones","Degrees C","12.6"
"Average Maximum Temperature","1960M10","Cork airport","Degrees C",""
"Average Maximum Temperature","1960M10","Dublin airport","Degrees C","13.1"
"Average Maximum Temperature","1960M10","Galway","Degrees C",""
"Average Maximum Temperature","1960M10","Kilkenny","Degrees C","13.3"
"Average Maximum Temperature","1960M10","Malin head","Degrees C","12.7"
"Average Maximum Temperature","1960M10","Mullingar","Degrees C","12.9"
"Average Maximum Temperature","1960M10","Roches Point","Degrees C","13.6"
"Average Maximum Temperature","1960M10","Rosslare","Degrees C","13.6"
"Average Maximum Temperature","1960M10","Shannon airport","Degrees C","13.6"
"Average Maximum Temperature","1960M11","Belmullet","Degrees C","10.4"
"Average Maximum Temperature","1960M11","Birr","Degrees C","9.9"
"Average Maximum Temperature","1960M11","Valentia Observatory","Degrees C","11.2"
"Average Maximum Temperature","1960M11","Casement","Degrees C",""
"Average Maximum Temperature","1960M11","Claremorris","Degrees C","9.5"
"Average Maximum Temperature","1960M11","Clones","Degrees C","9"
"Average Maximum Temperature","1960M11","Cork airport","Degrees C",""
"Average Maximum Temperature","1960M11","Dublin airport","Degrees C","9.9"
"Average Maximum Temperature","1960M11","Galway","Degrees C",""
"Average Maximum Temperature","1960M11","Kilkenny","Degrees C","10.4"
"Average Maximum Temperature","1960M11","Malin head","Degrees C","9.8"
"Average Maximum Temperature","1960M11","Mullingar","Degrees C","9.4"
"Average Maximum Temperature","1960M11","Roches Point","Degrees C","10.9"
"Average Maximum Temperature","1960M11","Rosslare","Degrees C","11.1"
"Average Maximum Temperature","1960M11","Shannon airport","Degrees C","10.4"
"Average Maximum Temperature","1960M12","Belmullet","Degrees C","8.2"
"Average Maximum Temperature","1960M12","Birr","Degrees C","6.6"
"Average Maximum Temperature","1960M12","Valentia Observatory","Degrees C","9.2"
"Average Maximum Temperature","1960M12","Casement","Degrees C",""
"Average Maximum Temperature","1960M12","Claremorris","Degrees C","6.9"
"Average Maximum Temperature","1960M12","Clones","Degrees C","5.5"
"Average Maximum Temperature","1960M12","Cork airport","Degrees C",""
"Average Maximum Temperature","1960M12","Dublin airport","Degrees C","6.9"
"Average Maximum Temperature","1960M12","Galway","Degrees C",""
"Average Maximum Temperature","1960M12","Kilkenny","Degrees C","6.3"
"Average Maximum Temperature","1960M12","Malin head","Degrees C","7.6"
"Average Maximum Temperature","1960M12","Mullingar","Degrees C","6.1"
"Average Maximum Temperature","1960M12","Roches Point","Degrees C","8.3"
"Average Maximum Temperature","1960M12","Rosslare","Degrees C","7.9"
"Average Maximum Temperature","1960M12","Shannon airport","Degrees C","7.5"
"Average Maximum Temperature","1961M01","Belmullet","Degrees C","8.1"
"Average Maximum Temperature","1961M01","Birr","Degrees C","7.5"
"Average Maximum Temperature","1961M01","Valentia Observatory","Degrees C","9.6"
"Average Maximum Temperature","1961M01","Casement","Degrees C",""
"Average Maximum Temperature","1961M01","Claremorris","Degrees C","6.9"
"Average Maximum Temperature","1961M01","Clones","Degrees C","6.4"
"Average Maximum Temperature","1961M01","Cork airport","Degrees C",""
"Average Maximum Temperature","1961M01","Dublin airport","Degrees C","7.2"
"Average Maximum Temperature","1961M01","Galway","Degrees C",""
"Average Maximum Temperature","1961M01","Kilkenny","Degrees C","7.4"
"Average Maximum Temperature","1961M01","Malin head","Degrees C","7.3"
"Average Maximum Temperature","1961M01","Mullingar","Degrees C","6.4"
"Average Maximum Temperature","1961M01","Roches Point","Degrees C","8.8"
"Average Maximum Temperature","1961M01","Rosslare","Degrees C","8.3"
"Average Maximum Temperature","1961M01","Shannon airport","Degrees C","8.2"
"Average Maximum Temperature","1961M02","Belmullet","Degrees C","10.1"
"Average Maximum Temperature","1961M02","Birr","Degrees C","10.6"
"Average Maximum Temperature","1961M02","Valentia Observatory","Degrees C","11"
"Average Maximum Temperature","1961M02","Casement","Degrees C",""
"Average Maximum Temperature","1961M02","Claremorris","Degrees C","9.9"
"Average Maximum Temperature","1961M02","Clones","Degrees C","10.1"
"Average Maximum Temperature","1961M02","Cork airport","Degrees C",""
"Average Maximum Temperature","1961M02","Dublin airport","Degrees C","10.6"
"Average Maximum Temperature","1961M02","Galway","Degrees C",""
"Average Maximum Temperature","1961M02","Kilkenny","Degrees C","10.5"
"Average Maximum Temperature","1961M02","Malin head","Degrees C","9.7"
"Average Maximum Temperature","1961M02","Mullingar","Degrees C","10.2"
"Average Maximum Temperature","1961M02","Roches Point","Degrees C","10.2"
"Average Maximum Temperature","1961M02","Rosslare","Degrees C","9.9"
"Average Maximum Temperature","1961M02","Shannon airport","Degrees C","11"
"Average Maximum Temperature","1961M03","Belmullet","Degrees C","11.4"
"Average Maximum Temperature","1961M03","Birr","Degrees C","12.3"
"Average Maximum Temperature","1961M03","Valentia Observatory","Degrees C","12"
"Average Maximum Temperature","1961M03","Casement","Degrees C",""
"Average Maximum Temperature","1961M03","Claremorris","Degrees C","11.8"
"Average Maximum Temperature","1961M03","Clones","Degrees C","11.9"
"Average Maximum Temperature","1961M03","Cork airport","Degrees C",""
"Average Maximum Temperature","1961M03","Dublin airport","Degrees C","12.4"
"Average Maximum Temperature","1961M03","Galway","Degrees C",""
"Average Maximum Temperature","1961M03","Kilkenny","Degrees C","12"
"Average Maximum Temperature","1961M03","Malin head","Degrees C","11.3"
"Average Maximum Temperature","1961M03","Mullingar","Degrees C","12.4"
"Average Maximum Temperature","1961M03","Roches Point","Degrees C","11"
"Average Maximum Temperature","1961M03","Rosslare","Degrees C","11"
"Average Maximum Temperature","1961M03","Shannon airport","Degrees C","12.6"
"Average Maximum Temperature","1961M04","Belmullet","Degrees C","12.4"
"Average Maximum Temperature","1961M04","Birr","Degrees C","13.6"
"Average Maximum Temperature","1961M04","Valentia Observatory","Degrees C","13.7"
"Average Maximum Temperature","1961M04","Casement","Degrees C",""
"Average Maximum Temperature","1961M04","Claremorris","Degrees C","12.8"
"Average Maximum Temperature","1961M04","Clones","Degrees C","12.8"
"Average Maximum Temperature","1961M04","Cork airport","Degrees C",""
"Average Maximum Temperature","1961M04","Dublin airport","Degrees C","12.5"
"Average Maximum Temperature","1961M04","Galway","Degrees C",""
"Average Maximum Temperature","1961M04","Kilkenny","Degrees C","13.7"
"Average Maximum Temperature","1961M04","Malin head","Degrees C","11.2"
"Average Maximum Temperature","1961M04","Mullingar","Degrees C","13.7"
"Average Maximum Temperature","1961M04","Roches Point","Degrees C","12.3"
"Average Maximum Temperature","1961M04","Rosslare","Degrees C","12.4"
"Average Maximum Temperature","1961M04","Shannon airport","Degrees C","14.1"
"Average Maximum Temperature","1961M05","Belmullet","Degrees C","14.3"
"Average Maximum Temperature","1961M05","Birr","Degrees C","15.6"
"Average Maximum Temperature","1961M05","Valentia Observatory","Degrees C","15.6"
"Average Maximum Temperature","1961M05","Casement","Degrees C",""
"Average Maximum Temperature","1961M05","Claremorris","Degrees C","15.1"
"Average Maximum Temperature","1961M05","Clones","Degrees C","14.5"
"Average Maximum Temperature","1961M05","Cork airport","Degrees C",""
"Average Maximum Temperature","1961M05","Dublin airport","Degrees C","14.4"
"Average Maximum Temperature","1961M05","Galway","Degrees C",""
"Average Maximum Temperature","1961M05","Kilkenny","Degrees C","15.6"
"Average Maximum Temperature","1961M05","Malin head","Degrees C","12.8"
"Average Maximum Temperature","1961M05","Mullingar","Degrees C","15.5"
"Average Maximum Temperature","1961M05","Roches Point","Degrees C","14.4"
"Average Maximum Temperature","1961M05","Rosslare","Degrees C","14.2"
"Average Maximum Temperature","1961M05","Shannon airport","Degrees C","16.2"
"Average Maximum Temperature","1961M06","Belmullet","Degrees C","15.1"
"Average Maximum Temperature","1961M06","Birr","Degrees C","17.1"
"Average Maximum Temperature","1961M06","Valentia Observatory","Degrees C","15.7"
"Average Maximum Temperature","1961M06","Casement","Degrees C",""
"Average Maximum Temperature","1961M06","Claremorris","Degrees C","16"
"Average Maximum Temperature","1961M06","Clones","Degrees C","16.5"
"Average Maximum Temperature","1961M06","Cork airport","Degrees C",""
"Average Maximum Temperature","1961M06","Dublin airport","Degrees C","17.4"
"Average Maximum Temperature","1961M06","Galway","Degrees C",""
"Average Maximum Temperature","1961M06","Kilkenny","Degrees C","17.9"
"Average Maximum Temperature","1961M06","Malin head","Degrees C","15.5"
"Average Maximum Temperature","1961M06","Mullingar","Degrees C","17.9"
"Average Maximum Temperature","1961M06","Roches Point","Degrees C","16.5"
"Average Maximum Temperature","1961M06","Rosslare","Degrees C","17"
"Average Maximum Temperature","1961M06","Shannon airport","Degrees C","17.3"
"Average Maximum Temperature","1961M07","Belmullet","Degrees C","15.3"
"Average Maximum Temperature","1961M07","Birr","Degrees C","17.5"
"Average Maximum Temperature","1961M07","Valentia Observatory","Degrees C","17.1"
"Average Maximum Temperature","1961M07","Casement","Degrees C",""
