Statistic,Month,Meteorological Weather Station,UNIT,VALUE
Total Sunshine Hours,1960M09,Valentia Observatory,Number,123.9
Total Sunshine Hours,1960M09,Casement,Number,
Total Sunshine Hours,1960M09,Claremorris,Number,89.6
Total Sunshine Hours,1960M09,Clones,Number,100.4
Total Sunshine Hours,1960M09,Cork airport,Number,
Total Sunshine Hours,1960M09,Dublin airport,Number,119.2
Total Sunshine Hours,1960M09,Galway,Number,
Total Sunshine Hours,1960M09,Kilkenny,Number,130.3
Total Sunshine Hours,1960M09,Malin head,Number,149.6
Total Sunshine Hours,1960M09,Mullingar,Number,113.2
Total Sunshine Hours,1960M09,Roches Point,Number,133.8
Total Sunshine Hours,1960M09,Rosslare,Number,149.6
Total Sunshine Hours,1960M09,Shannon airport,Number,131.7
Total Sunshine Hours,1960M10,Belmullet,Number,82.0
Total Sunshine Hours,1960M10,Birr,Number,82.2
Total Sunshine Hours,1960M10,Valentia Observatory,Number,101.5
Total Sunshine Hours,1960M10,Casement,Number,
Total Sunshine Hours,1960M10,Claremorris,Number,67.4
Total Sunshine Hours,1960M10,Clones,Number,56.5
Total Sunshine Hours,1960M10,Cork airport,Number,
Total Sunshine Hours,1960M10,Dublin airport,Number,78.9
Total Sunshine Hours,1960M10,Galway,Number,
Total Sunshine Hours,1960M10,Kilkenny,Number,82.2
Total Sunshine Hours,1960M10,Malin head,Number,54.8
Total Sunshine Hours,1960M10,Mullingar,Number,83.7
Total Sunshine Hours,1960M10,Roches Point,Number,112.6
Total Sunshine Hours,1960M10,Rosslare,Number,101.6
Total Sunshine Hours,1960M10,Shannon airport,Number,87.4
Total Sunshine Hours,1960M11,Belmullet,Number,48.7
Total Sunshine Hours,1960M11,Birr,Number,69.4
Total Sunshine Hours,1960M11,Valentia Observatory,Number,54.1
Total Sunshine Hours,1960M11,Casement,Number,
Total Sunshine Hours,1960M11,Claremorris,Number,50.3
Total Sunshine Hours,1960M11,Clones,Number,49.9
Total Sunshine Hours,1960M11,Cork airport,Number,
Total Sunshine Hours,1960M11,Dublin airport,Number,78.1
Total Sunshine Hours,1960M11,Galway,Number,
Total Sunshine Hours,1960M11,Kilkenny,Number,72.5
Total Sunshine Hours,1960M11,Malin head,Number,59.5
Total Sunshine Hours,1960M11,Mullingar,Number,65.4
Total Sunshine Hours,1960M11,Roches Point,Number,73.4
Total Sunshine Hours,1960M11,Rosslare,Number,85.5
Total Sunshine Hours,1960M11,Shannon airport,Number,61.5
Total Sunshine Hours,1960M12,Belmullet,Number,37.1
Total Sunshine Hours,1960M12,Birr,Number,58.4
Total Sunshine Hours,1960M12,Valentia Observatory,Number,34.3
Total Sunshine Hours,1960M12,Casement,Number,
Total Sunshine Hours,1960M12,Claremorris,Number,56.3
Total Sunshine Hours,1960M12,Clones,Number,43.7
Total Sunshine Hours,1960M12,Cork airport,Number,
Total Sunshine Hours,1960M12,Dublin airport,Number,88.7
Total Sunshine Hours,1960M12,Galway,Number,
Total Sunshine Hours,1960M12,Kilkenny,Number,63.5
Total Sunshine Hours,1960M12,Malin head,Number,52.9
Total Sunshine Hours,1960M12,Mullingar,Number,72.7
Total Sunshine Hours,1960M12,Roches Point,Number,72.3
Total Sunshine Hours,1960M12,Rosslare,Number,94.7
Total Sunshine Hours,1960M12,Shannon airport,Number,52.3
Total Sunshine Hours,1961M01,Belmullet,Number,64.9
Total Sunshine Hours,1961M01,Birr,Number,55.3
Total Sunshine Hours,1961M01,Valentia Observatory,Number,53.2
Total Sunshine Hours,1961M01,Casement,Number,
Total Sunshine Hours,1961M01,Claremorris,Number,54.9
Total Sunshine Hours,1961M01,Clones,Number,58.3
Total Sunshine Hours,1961M01,Cork airport,Number,
Total Sunshine Hours,1961M01,Dublin airport,Number,46.2
Total Sunshine Hours,1961M01,Galway,Number,
Total Sunshine Hours,1961M01,Kilkenny,Number,44.4
Total Sunshine Hours,1961M01,Malin head,Number,64.8
Total Sunshine Hours,1961M01,Mullingar,Number,57.6
Total Sunshine Hours,1961M01,Roches Point,Number,59.4
Total Sunshine Hours,1961M01,Rosslare,Number,48.5
Total Sunshine Hours,1961M01,Shannon airport,Number,50.0
Total Sunshine Hours,1961M02,Belmullet,Number,43.6
Total Sunshine Hours,1961M02,Birr,Number,56.5
Total Sunshine Hours,1961M02,Valentia Observatory,Number,32.4
Total Sunshine Hours,1961M02,Casement,Number,
Total Sunshine Hours,1961M02,Claremorris,Number,33.5
Total Sunshine Hours,1961M02,Clones,Number,53.4
Total Sunshine Hours,1961M02,Cork airport,Number,
Total Sunshine Hours,1961M02,Dublin airport,Number,98.6
Total Sunshine Hours,1961M02,Galway,Number,
Total Sunshine Hours,1961M02,Kilkenny,Number,58.3
Total Sunshine Hours,1961M02,Malin head,Number,59.2
Total Sunshine Hours,1961M02,Mullingar,Number,67.0
Total Sunshine Hours,1961M02,Roches Point,Number,44.0
Total Sunshine Hours,1961M02,Rosslare,Number,54.5
Total Sunshine Hours,1961M02,Shannon airport,Number,61.9
Total Sunshine Hours,1961M03,Belmullet,Number,81.1
Total Sunshine Hours,1961M03,Birr,Number,100.1
Total Sunshine Hours,1961M03,Valentia Observatory,Number,102.3
Total Sunshine Hours,1961M03,Casement,Number,
Total Sunshine Hours,1961M03,Claremorris,Number,79.3
Total Sunshine Hours,1961M03,Clones,Number,85.5
Total Sunshine Hours,1961M03,Cork airport,Number,
Total Sunshine Hours,1961M03,Dublin airport,Number,126.0
Total Sunshine Hours,1961M03,Galway,Number,
Total Sunshine Hours,1961M03,Kilkenny,Number,100.5
Total Sunshine Hours,1961M03,Malin head,Number,96.3
Total Sunshine Hours,1961M03,Mullingar,Number,101.9
Total Sunshine Hours,1961M03,Roches Point,Number,88.2
Total Sunshine Hours,1961M03,Rosslare,Number,112.0
Total Sunshine Hours,1961M03,Shannon airport,Number,113.4
Total Sunshine Hours,1961M04,Belmullet,Number,160.2
Total Sunshine Hours,1961M04,Birr,Number,129.9
Total Sunshine Hours,1961M04,Valentia Observatory,Number,147.9
Total Sunshine Hours,1961M04,Casement,Number,
Total Sunshine Hours,1961M04,Claremorris,Number,110.4
Total Sunshine Hours,1961M04,Clones,Number,105.8
Total Sunshine Hours,1961M04,Cork airport,Number,
Total Sunshine Hours,1961M04,Dublin airport,Number,139.4
Total Sunshine Hours,1961M04,Galway,Number,
Total Sunshine Hours,1961M04,Kilkenny,Number,124.2
Total Sunshine Hours,1961M04,Malin head,Number,118.0
Total Sunshine Hours,1961M04,Mullingar,Number,126.0
Total Sunshine Hours,1961M04,Roches Point,Number,153.0
Total Sunshine Hours,1961M04,Rosslare,Number,147.7
Total Sunshine Hours,1961M04,Shannon airport,Number,139.1
Total Sunshine Hours,1961M05,Belmullet,Number,240.1
Total Sunshine Hours,1961M05,Birr,Number,217.6
Total Sunshine Hours,1961M05,Valentia Observatory,Number,277.9
Total Sunshine Hours,1961M05,Casement,Number,
Total Sunshine Hours,1961M05,Claremorris,Number,199.2
Total Sunshine Hours,1961M05,Clones,Number,174.5
Total Sunshine Hours,1961M05,Cork airport,Number,
Total Sunshine Hours,1961M05,Dublin airport,Number,231.6
Total Sunshine Hours,1961M05,Galway,Number,
Total Sunshine Hours,1961M05,Kilkenny,Number,234.9
Total Sunshine Hours,1961M05,Malin head,Number,233.8
Total Sunshine Hours,1961M05,Mullingar,Number,205.4
Total Sunshine Hours,1961M05,Roches Point,Number,238.7
Total Sunshine Hours,1961M05,Rosslare,Number,277.5
Total Sunshine Hours,1961M05,Shannon airport,Number,237.7
Total Sunshine Hours,1961M06,Belmullet,Number,145.4
Total Sunshine Hours,1961M06,Birr,Number,127.5
Total Sunshine Hours,1961M06,Valentia Observatory,Number,115.6
Total Sunshine Hours,1961M06,Casement,Number,
Total Sunshine Hours,1961M06,Claremorris,Number,91.7
Total Sunshine Hours,1961M06,Clones,Number,124.0
Total Sunshine Hours,1961M06,Cork airport,Number,
Total Sunshine Hours,1961M06,Dublin airport,Number,165.9
Total Sunshine Hours,1961M06,Galway,Number,
Total Sunshine Hours,1961M06,Kilkenny,Number,160.1
Total Sunshine Hours,1961M06,Malin head,Number,146.1
Total Sunshine Hours,1961M06,Mullingar,Number,140.1
Total Sunshine Hours,1961M06,Roches Point,Number,180.0
Total Sunshine Hours,1961M06,Rosslare,Number,213.7
Total Sunshine Hours,1961M06,Shannon airport,Number,142.0
Total Sunshine Hours,1961M07,Belmullet,Number,104.4
Total Sunshine Hours,1961M07,Birr,Number,105.1
Total Sunshine Hours,1961M07,Valentia Observatory,Number,155.5
Total Sunshine Hours,1961M07,Casement,Number,
Total Sunshine Hours,1961M07,Claremorris,Number,70.5
Total Sunshine Hours,1961M07,Clones,Number,86.9
Total Sunshine Hours,1961M07,Cork airport,Number,
Total Sunshine Hours,1961M07,Dublin airport,Number,131.3
Total Sunshine Hours,1961M07,Galway,Number,
Total Sunshine Hours,1961M07,Kilkenny,Number,142.7
Total Sunshine Hours,1961M07,Malin head,Number,103.9
Total Sunshine Hours,1961M07,Mullingar,Number,110.4
Total Sunshine Hours,1961M07,Roches Point,Number,152.0
Total Sunshine Hours,1961M07,Rosslare,Number,168.1
Total Sunshine Hours,1961M07,Shannon airport,Number,134.9
Total Sunshine Hours,1961M08,Belmullet,Number,162.4
Total Sunshine Hours,1961M08,Birr,Number,161.6
Total Sunshine Hours,1961M08,Valentia Observatory,Number,150.4
Total Sunshine Hours,1961M08,Casement,Number,
Total Sunshine Hours,1961M08,Claremorris,Number,129.3
Total Sunshine Hours,1961M08,Clones,Number,111.3
Total Sunshine Hours,1961M08,Cork airport,Number,
Total Sunshine Hours,1961M08,Dublin airport,Number,161.1
Total Sunshine Hours,1961M08,Galway,Number,
Total Sunshine Hours,1961M08,Kilkenny,Number,174.2
Total Sunshine Hours,1961M08,Malin head,Number,126.0
Total Sunshine Hours,1961M08,Mullingar,Number,146.6
Total Sunshine Hours,1961M08,Roches Point,Number,168.3
Total Sunshine Hours,1961M08,Rosslare,Number,191.2
Total Sunshine Hours,1961M08,Shannon airport,Number,162.7
Total Sunshine Hours,1961M09,Belmullet,Number,138.5
Total Sunshine Hours,1961M09,Birr,Number,112.0
Total Sunshine Hours,1961M09,Valentia Observatory,Number,103.1
Total Sunshine Hours,1961M09,Casement,Number,
Total Sunshine Hours,1961M09,Claremorris,Number,103.8
Total Sunshine Hours,1961M09,Clones,Number,101.6
Total Sunshine Hours,1961M09,Cork airport,Number,
Total Sunshine Hours,1961M09,Dublin airport,Number,119.8
Total Sunshine Hours,1961M09,Galway,Number,
Total Sunshine Hours,1961M09,Kilkenny,Number,98.5
Total Sunshine Hours,1961M09,Malin head,Number,127.0
Total Sunshine Hours,1961M09,Mullingar,Number,115.5
Total Sunshine Hours,1961M09,Roches Point,Number,113.9
Total Sunshine Hours,1961M09,Rosslare,Number,141.9
Total Sunshine Hours,1961M09,Shannon airport,Number,120.8
Total Sunshine Hours,1961M10,Belmullet,Number,86.1
Total Sunshine Hours,1961M10,Birr,Number,84.6
Total Sunshine Hours,1961M10,Valentia Observatory,Number,91.8
Total Sunshine Hours,1961M10,Casement,Number,
Total Sunshine Hours,1961M10,Claremorris,Number,98.9
Total Sunshine Hours,1961M10,Clones,Number,98.5
Total Sunshine Hours,1961M10,Cork airport,Number,
Total Sunshine Hours,1961M10,Dublin airport,Number,107.5
Total Sunshine Hours,1961M10,Galway,Number,
Total Sunshine Hours,1961M10,Kilkenny,Number,88.2
Total Sunshine Hours,1961M10,Malin head,Number,94.7
Total Sunshine Hours,1961M10,Mullingar,Number,85.3
Total Sunshine Hours,1961M10,Roches Point,Number,110.5
Total Sunshine Hours,1961M10,Rosslare,Number,109.9
Total Sunshine Hours,1961M10,Shannon airport,Number,100.8
Total Sunshine Hours,1961M11,Belmullet,Number,53.6
Total Sunshine Hours,1961M11,Birr,Number,64.9
Total Sunshine Hours,1961M11,Valentia Observatory,Number,53.0
Total Sunshine Hours,1961M11,Casement,Number,
Total Sunshine Hours,1961M11,Claremorris,Number,54.0
Total Sunshine Hours,1961M11,Clones,Number,50.3
Total Sunshine Hours,1961M11,Cork airport,Number,
Total Sunshine Hours,1961M11,Dublin airport,Number,71.3
Total Sunshine Hours,1961M11,Galway,Number,
Total Sunshine Hours,1961M11,Kilkenny,Number,69.7
Total Sunshine Hours,1961M11,Malin head,Number,51.7
Total Sunshine Hours,1961M11,Mullingar,Number,61.1
Total Sunshine Hours,1961M11,Roches Point,Number,81.7
Total Sunshine Hours,1961M11,Rosslare,Number,92.4
Total Sunshine Hours,1961M11,Shannon airport,Number,50.7
Total Sunshine Hours,1961M12,Belmullet,Number,60.1
Total Sunshine Hours,1961M12,Birr,Number,76.1
Total Sunshine Hours,1961M12,Valentia Observatory,Number,49.6
Total Sunshine Hours,1961M12,Casement,Number,
Total Sunshine Hours,1961M12,Claremorris,Number,57.7
Total Sunshine Hours,1961M12,Clones,Number,42.7
Total Sunshine Hours,1961M12,Cork airport,Number,
Total Sunshine Hours,1961M12,Dublin airport,Number,76.5
Total Sunshine Hours,1961M12,Galway,Number,
Total Sunshine Hours,1961M12,Kilkenny,Number,76.7
Total Sunshine Hours,1961M12,Malin head,Number,40.7
Total Sunshine Hours,1961M12,Mullingar,Number,68.1
Total Sunshine Hours,1961M12,Roches Point,Number,53.4
Total Sunshine Hours,1961M12,Rosslare,Number,67.8
Total Sunshine Hours,1961M12,Shannon airport,Number,66.2
Total Sunshine Hours,1962M01,Belmullet,Number,49.3
Total Sunshine Hours,1962M01,Birr,Number,54.0
Total Sunshine Hours,1962M01,Valentia Observatory,Number,42.0
Total Sunshine Hours,1962M01,Casement,Number,
Total Sunshine Hours,1962M01,Claremorris,Number,42.5
Total Sunshine Hours,1962M01,Clones,Number,48.4
Total Sunshine Hours,1962M01,Cork airport,Number,0.0
Total Sunshine Hours,1962M01,Dublin airport,Number,69.0
Total Sunshine Hours,1962M01,Galway,Number,
Total Sunshine Hours,1962M01,Kilkenny,Number,62.6
Total Sunshine Hours,1962M01,Malin head,Number,45.6
Total Sunshine Hours,1962M01,Mullingar,Number,65.6
Total Sunshine Hours,1962M01,Roches Point,Number,72.8
Total Sunshine Hours,1962M01,Rosslare,Number,80.6
Total Sunshine Hours,1962M01,Shannon airport,Number,44.5
Total Sunshine Hours,1962M02,Belmullet,Number,82.0
Total Sunshine Hours,1962M02,Birr,Number,53.2
Total Sunshine Hours,1962M02,Valentia Observatory,Number,65.8
Total Sunshine Hours,1962M02,Casement,Number,
Total Sunshine Hours,1962M02,Claremorris,Number,56.9
Total Sunshine Hours,1962M02,Clones,Number,62.5
Total Sunshine Hours,1962M02,Cork airport,Number,0.0
Total Sunshine Hours,1962M02,Dublin airport,Number,46.5
Total Sunshine Hours,1962M02,Galway,Number,
Total Sunshine Hours,1962M02,Kilkenny,Number,60.8
Total Sunshine Hours,1962M02,Malin head,Number,56.1
Total Sunshine Hours,1962M02,Mullingar,Number,44.1
Total Sunshine Hours,1962M02,Roches Point,Number,58.8
Total Sunshine Hours,1962M02,Rosslare,Number,68.0
Total Sunshine Hours,1962M02,Shannon airport,Number,68.1
Total Sunshine Hours,1962M03,Belmullet,Number,128.4
Total Sunshine Hours,1962M03,Birr,Number,131.2
Total Sunshine Hours,1962M03,Valentia Observatory,Number,146.1
Total Sunshine Hours,1962M03,Casement,Number,
Total Sunshine Hours,1962M03,Claremorris,Number,127.7
Total Sunshine Hours,1962M03,Clones,Number,126.2
Total Sunshine Hours,1962M03,Cork airport,Number,0.0
Total Sunshine Hours,1962M03,Dublin airport,Number,128.8
Total Sunshine Hours,1962M03,Galway,Number,
Total Sunshine Hours,1962M03,Kilkenny,Number,119.4
Total Sunshine Hours,1962M03,Malin head,Number,115.5
Total Sunshine Hours,1962M03,Mullingar,Number,129.5
Total Sunshine Hours,1962M03,Roches Point,Number,126.2
Total Sunshine Hours,1962M03,Rosslare,Number,141.5
Total Sunshine Hours,1962M03,Shannon airport,Number,133.5
Total Sunshine Hours,1962M04,Belmullet,Number,222.3
Total Sunshine Hours,1962M04,Birr,Number,189.9
Total Sunshine Hours,1962M04,Valentia Observatory,Number,184.3
Total Sunshine Hours,1962M04,Casement,Number,
Total Sunshine Hours,1962M04,Claremorris,Number,193.2
Total Sunshine Hours,1962M04,Clones,Number,184.6
Total Sunshine Hours,1962M04,Cork airport,Number,201.1
Total Sunshine Hours,1962M04,Dublin airport,Number,193.3
Total Sunshine Hours,1962M04,Galway,Number,
Total Sunshine Hours,1962M04,Kilkenny,Number,190.1
Total Sunshine Hours,1962M04,Malin head,Number,233.0
Total Sunshine Hours,1962M04,Mullingar,Number,199.0
Total Sunshine Hours,1962M04,Roches Point,Number,191.6
Total Sunshine Hours,1962M04,Rosslare,Number,208.0
Total Sunshine Hours,1962M04,Shannon airport,Number,183.7
Total Sunshine Hours,1962M05,Belmullet,Number,249.3
Total Sunshine Hours,1962M05,Birr,Number,200.0
Total Sunshine Hours,1962M05,Valentia Observatory,Number,212.3
Total Sunshine Hours,1962M05,Casement,Number,
Total Sunshine Hours,1962M05,Claremorris,Number,208.1
Total Sunshine Hours,1962M05,Clones,Number,203.8
Total Sunshine Hours,1962M05,Cork airport,Number,216.5
Total Sunshine Hours,1962M05,Dublin airport,Number,212.5
Total Sunshine Hours,1962M05,Galway,Number,
Total Sunshine Hours,1962M05,Kilkenny,Number,201.6
Total Sunshine Hours,1962M05,Malin head,Number,232.6
Total Sunshine Hours,1962M05,Mullingar,Number,226.1
Total Sunshine Hours,1962M05,Roches Point,Number,209.8
Total Sunshine Hours,1962M05,Rosslare,Number,234.4
Total Sunshine Hours,1962M05,Shannon airport,Number,215.7
Total Sunshine Hours,1962M06,Belmullet,Number,198.9
Total Sunshine Hours,1962M06,Birr,Number,189.8
Total Sunshine Hours,1962M06,Valentia Observatory,Number,209.6
Total Sunshine Hours,1962M06,Casement,Number,
Total Sunshine Hours,1962M06,Claremorris,Number,190.8
Total Sunshine Hours,1962M06,Clones,Number,169.4
Total Sunshine Hours,1962M06,Cork airport,Number,236.7
Total Sunshine Hours,1962M06,Dublin airport,Number,202.8
Total Sunshine Hours,1962M06,Galway,Number,
Total Sunshine Hours,1962M06,Kilkenny,Number,192.1
Total Sunshine Hours,1962M06,Malin head,Number,170.0
Total Sunshine Hours,1962M06,Mullingar,Number,192.0
Total Sunshine Hours,1962M06,Roches Point,Number,224.5
Total Sunshine Hours,1962M06,Rosslare,Number,249.5
Total Sunshine Hours,1962M06,Shannon airport,Number,194.2
Total Sunshine Hours,1962M07,Belmullet,Number,147.5
Total Sunshine Hours,1962M07,Birr,Number,123.7
Total Sunshine Hours,1962M07,Valentia Observatory,Number,127.4
Total Sunshine Hours,1962M07,Casement,Number,
Total Sunshine Hours,1962M07,Claremorris,Number,97.2
Total Sunshine Hours,1962M07,Clones,Number,95.9
Total Sunshine Hours,1962M07,Cork airport,Number,156.9
Total Sunshine Hours,1962M07,Dublin airport,Number,125.4
Total Sunshine Hours,1962M07,Galway,Number,
Total Sunshine Hours,1962M07,Kilkenny,Number,139.5
Total Sunshine Hours,1962M07,Malin head,Number,136.1
Total Sunshine Hours,1962M07,Mullingar,Number,102.8
Total Sunshine Hours,1962M07,Roches Point,Number,153.6
Total Sunshine Hours,1962M07,Rosslare,Number,175.2
Total Sunshine Hours,1962M07,Shannon airport,Number,135.0
Total Sunshine Hours,1962M08,Belmullet,Number,192.8
Total Sunshine Hours,1962M08,Birr,Number,159.1
Total Sunshine Hours,1962M08,Valentia Observatory,Number,160.1
Total Sunshine Hours,1962M08,Casement,Number,
Total Sunshine Hours,1962M08,Claremorris,Number,147.6
Total Sunshine Hours,1962M08,Clones,Number,128.6
Total Sunshine Hours,1962M08,Cork airport,Number,167.3
Total Sunshine Hours,1962M08,Dublin airport,Number,161.1
Total Sunshine Hours,1962M08,Galway,Number,
Total Sunshine Hours,1962M08,Kilkenny,Number,157.5
Total Sunshine Hours,1962M08,Malin head,Number,172.9
Total Sunshine Hours,1962M08,Mullingar,Number,160.4
Total Sunshine Hours,1962M08,Roches Point,Number,154.1
Total Sunshine Hours,1962M08,Rosslare,Number,169.4
Total Sunshine Hours,1962M08,Shannon airport,Number,154.5
Total Sunshine Hours,1962M09,Belmullet,Number,87.4
Total Sunshine Hours,1962M09,Birr,Number,86.1
Total Sunshine Hours,1962M09,Valentia Observatory,Number,116.0
Total Sunshine Hours,1962M09,Casement,Number,
Total Sunshine Hours,1962M09,Claremorris,Number,84.9
Total Sunshine Hours,1962M09,Clones,Number,66.4
Total Sunshine Hours,1962M09,Cork airport,Number,107.4
Total Sunshine Hours,1962M09,Dublin airport,Number,87.0
Total Sunshine Hours,1962M09,Galway,Number,
Total Sunshine Hours,1962M09,Kilkenny,Number,94.7
Total Sunshine Hours,1962M09,Malin head,Number,104.6
Total Sunshine Hours,1962M09,Mullingar,Number,79.7
Total Sunshine Hours,1962M09,Roches Point,Number,107.1
Total Sunshine Hours,1962M09,Rosslare,Number,130.6
Total Sunshine Hours,1962M09,Shannon airport,Number,98.4
Total Sunshine Hours,1962M10,Belmullet,Number,90.4
Total Sunshine Hours,1962M10,Birr,Number,109.4
Total Sunshine Hours,1962M10,Valentia Observatory,Number,109.2
Total Sunshine Hours,1962M10,Casement,Number,
Total Sunshine Hours,1962M10,Claremorris,Number,92.5
Total Sunshine Hours,1962M10,Clones,Number,82.9
Total Sunshine Hours,1962M10,Cork airport,Number,105.9
Total Sunshine Hours,1962M10,Dublin airport,Number,120.6
Total Sunshine Hours,1962M10,Galway,Number,
Total Sunshine Hours,1962M10,Kilkenny,Number,99.5
Total Sunshine Hours,1962M10,Malin head,Number,85.6
Total Sunshine Hours,1962M10,Mullingar,Number,99.1
