"Statistic","Quarter","Regional Veterinary Offices","UNIT","VALUE"
"Herds Tested","2017Q4","Sligo","Number","3452"
"Herds Tested","2017Q4","Tipperary North","Number","3425"
"Herds Tested","2017Q4","Tipperary South","Number","3395"
"Herds Tested","2017Q4","Waterford","Number","2169"
"Herds Tested","2017Q4","Westmeath","Number","3058"
"Herds Tested","2017Q4","Wexford","Number","3020"
"Herds Tested","2017Q4","Wicklow E","Number","1055"
"Herds Tested","2017Q4","Wicklow W","Number","552"
"Herds Tested","2018Q1","State","Number","26304"
"Herds Tested","2018Q1","Carlow","Number","277"
"Herds Tested","2018Q1","Cavan","Number","1452"
"Herds Tested","2018Q1","Clare","Number","1379"
"Herds Tested","2018Q1","Cork North","Number","1140"
"Herds Tested","2018Q1","Cork South","Number","1170"
"Herds Tested","2018Q1","Donegal","Number","1135"
"Herds Tested","2018Q1","Dublin","Number","101"
"Herds Tested","2018Q1","Galway","Number","2229"
"Herds Tested","2018Q1","Kerry","Number","1486"
"Herds Tested","2018Q1","Kildare","Number","450"
"Herds Tested","2018Q1","Kilkenny","Number","626"
"Herds Tested","2018Q1","Laois","Number","648"
"Herds Tested","2018Q1","Leitrim","Number","815"
"Herds Tested","2018Q1","Limerick","Number","1195"
"Herds Tested","2018Q1","Longford","Number","556"
"Herds Tested","2018Q1","Louth","Number","303"
"Herds Tested","2018Q1","Mayo","Number","2272"
"Herds Tested","2018Q1","Meath","Number","960"
"Herds Tested","2018Q1","Monaghan","Number","1272"
"Herds Tested","2018Q1","Offaly","Number","743"
"Herds Tested","2018Q1","Roscommon","Number","1454"
"Herds Tested","2018Q1","Sligo","Number","854"
"Herds Tested","2018Q1","Tipperary North","Number","808"
"Herds Tested","2018Q1","Tipperary South","Number","655"
"Herds Tested","2018Q1","Waterford","Number","421"
"Herds Tested","2018Q1","Westmeath","Number","819"
"Herds Tested","2018Q1","Wexford","Number","688"
"Herds Tested","2018Q1","Wicklow E","Number","262"
"Herds Tested","2018Q1","Wicklow W","Number","134"
"Herds Tested","2018Q2","State","Number","26304"
"Herds Tested","2018Q2","Carlow","Number","277"
"Herds Tested","2018Q2","Cavan","Number","1452"
"Herds Tested","2018Q2","Clare","Number","1379"
"Herds Tested","2018Q2","Cork North","Number","1140"
"Herds Tested","2018Q2","Cork South","Number","1170"
"Herds Tested","2018Q2","Donegal","Number","1135"
"Herds Tested","2018Q2","Dublin","Number","101"
"Herds Tested","2018Q2","Galway","Number","2229"
"Herds Tested","2018Q2","Kerry","Number","1486"
"Herds Tested","2018Q2","Kildare","Number","450"
"Herds Tested","2018Q2","Kilkenny","Number","626"
"Herds Tested","2018Q2","Laois","Number","648"
"Herds Tested","2018Q2","Leitrim","Number","815"
"Herds Tested","2018Q2","Limerick","Number","1195"
"Herds Tested","2018Q2","Longford","Number","556"
"Herds Tested","2018Q2","Louth","Number","303"
"Herds Tested","2018Q2","Mayo","Number","2272"
"Herds Tested","2018Q2","Meath","Number","960"
"Herds Tested","2018Q2","Monaghan","Number","1272"
"Herds Tested","2018Q2","Offaly","Number","743"
"Herds Tested","2018Q2","Roscommon","Number","1454"
"Herds Tested","2018Q2","Sligo","Number","854"
"Herds Tested","2018Q2","Tipperary North","Number","808"
"Herds Tested","2018Q2","Tipperary South","Number","655"
"Herds Tested","2018Q2","Waterford","Number","421"
"Herds Tested","2018Q2","Westmeath","Number","819"
"Herds Tested","2018Q2","Wexford","Number","688"
"Herds Tested","2018Q2","Wicklow E","Number","262"
"Herds Tested","2018Q2","Wicklow W","Number","134"
"Herds Tested","2018Q3","State","Number","85645"
"Herds Tested","2018Q3","Carlow","Number","975"
"Herds Tested","2018Q3","Cavan","Number","3774"
"Herds Tested","2018Q3","Clare","Number","4878"
"Herds Tested","2018Q3","Cork North","Number","4224"
"Herds Tested","2018Q3","Cork South","Number","4357"
"Herds Tested","2018Q3","Donegal","Number","3816"
"Herds Tested","2018Q3","Dublin","Number","271"
"Herds Tested","2018Q3","Galway","Number","8685"
"Herds Tested","2018Q3","Kerry","Number","5200"
"Herds Tested","2018Q3","Kildare","Number","1262"
"Herds Tested","2018Q3","Kilkenny","Number","2174"
"Herds Tested","2018Q3","Laois","Number","2052"
"Herds Tested","2018Q3","Leitrim","Number","2336"
"Herds Tested","2018Q3","Limerick","Number","4068"
"Herds Tested","2018Q3","Longford","Number","1778"
"Herds Tested","2018Q3","Louth","Number","902"
"Herds Tested","2018Q3","Mayo","Number","7403"
"Herds Tested","2018Q3","Meath","Number","2666"
"Herds Tested","2018Q3","Monaghan","Number","3335"
"Herds Tested","2018Q3","Offaly","Number","2253"
"Herds Tested","2018Q3","Roscommon","Number","4137"
"Herds Tested","2018Q3","Sligo","Number","2803"
"Herds Tested","2018Q3","Tipperary North","Number","2567"
"Herds Tested","2018Q3","Tipperary South","Number","2411"
"Herds Tested","2018Q3","Waterford","Number","1565"
"Herds Tested","2018Q3","Westmeath","Number","2307"
"Herds Tested","2018Q3","Wexford","Number","2249"
"Herds Tested","2018Q3","Wicklow E","Number","807"
"Herds Tested","2018Q3","Wicklow W","Number","390"
"Herds Tested","2018Q4","State","Number","110454"
"Herds Tested","2018Q4","Carlow","Number","1273"
"Herds Tested","2018Q4","Cavan","Number","4799"
"Herds Tested","2018Q4","Clare","Number","5969"
"Herds Tested","2018Q4","Cork North","Number","5649"
"Herds Tested","2018Q4","Cork South","Number","5930"
"Herds Tested","2018Q4","Donegal","Number","5126"
"Herds Tested","2018Q4","Dublin","Number","357"
"Herds Tested","2018Q4","Galway","Number","10822"
"Herds Tested","2018Q4","Kerry","Number","6570"
"Herds Tested","2018Q4","Kildare","Number","1791"
"Herds Tested","2018Q4","Kilkenny","Number","3009"
"Herds Tested","2018Q4","Laois","Number","2779"
"Herds Tested","2018Q4","Leitrim","Number","2868"
"Herds Tested","2018Q4","Limerick","Number","5261"
"Herds Tested","2018Q4","Longford","Number","2333"
"Herds Tested","2018Q4","Louth","Number","1147"
"Herds Tested","2018Q4","Mayo","Number","8771"
"Herds Tested","2018Q4","Meath","Number","3581"
"Herds Tested","2018Q4","Monaghan","Number","4164"
"Herds Tested","2018Q4","Offaly","Number","3081"
"Herds Tested","2018Q4","Roscommon","Number","5294"
"Herds Tested","2018Q4","Sligo","Number","3400"
"Herds Tested","2018Q4","Tipperary North","Number","3400"
"Herds Tested","2018Q4","Tipperary South","Number","3362"
"Herds Tested","2018Q4","Waterford","Number","2124"
"Herds Tested","2018Q4","Westmeath","Number","3047"
"Herds Tested","2018Q4","Wexford","Number","2982"
"Herds Tested","2018Q4","Wicklow E","Number","1030"
"Herds Tested","2018Q4","Wicklow W","Number","535"
"Herds Tested","2019Q1","State","Number","27081"
"Herds Tested","2019Q1","Carlow","Number","317"
"Herds Tested","2019Q1","Cavan","Number","1406"
"Herds Tested","2019Q1","Clare","Number","1477"
"Herds Tested","2019Q1","Cork North","Number","1230"
"Herds Tested","2019Q1","Cork South","Number","1114"
"Herds Tested","2019Q1","Donegal","Number","1163"
"Herds Tested","2019Q1","Dublin","Number","100"
"Herds Tested","2019Q1","Galway","Number","2246"
"Herds Tested","2019Q1","Kerry","Number","1417"
"Herds Tested","2019Q1","Kildare","Number","458"
"Herds Tested","2019Q1","Kilkenny","Number","711"
"Herds Tested","2019Q1","Laois","Number","642"
"Herds Tested","2019Q1","Leitrim","Number","741"
"Herds Tested","2019Q1","Limerick","Number","1193"
"Herds Tested","2019Q1","Longford","Number","564"
"Herds Tested","2019Q1","Louth","Number","322"
"Herds Tested","2019Q1","Mayo","Number","2277"
"Herds Tested","2019Q1","Meath","Number","988"
"Herds Tested","2019Q1","Monaghan","Number","1728"
"Herds Tested","2019Q1","Offaly","Number","792"
"Herds Tested","2019Q1","Roscommon","Number","1442"
"Herds Tested","2019Q1","Sligo","Number","858"
"Herds Tested","2019Q1","Tipperary North","Number","845"
"Herds Tested","2019Q1","Tipperary South","Number","667"
"Herds Tested","2019Q1","Waterford","Number","401"
"Herds Tested","2019Q1","Westmeath","Number","824"
"Herds Tested","2019Q1","Wexford","Number","710"
"Herds Tested","2019Q1","Wicklow E","Number","303"
"Herds Tested","2019Q1","Wicklow W","Number","145"
"Herds Tested","2019Q2","State","Number","58010"
"Herds Tested","2019Q2","Carlow","Number","656"
"Herds Tested","2019Q2","Cavan","Number","2709"
"Herds Tested","2019Q2","Clare","Number","3464"
"Herds Tested","2019Q2","Cork North","Number","2702"
"Herds Tested","2019Q2","Cork South","Number","2702"
"Herds Tested","2019Q2","Donegal","Number","2528"
"Herds Tested","2019Q2","Dublin","Number","211"
"Herds Tested","2019Q2","Galway","Number","5429"
"Herds Tested","2019Q2","Kerry","Number","3414"
"Herds Tested","2019Q2","Kildare","Number","898"
"Herds Tested","2019Q2","Kilkenny","Number","1430"
"Herds Tested","2019Q2","Laois","Number","1438"
"Herds Tested","2019Q2","Leitrim","Number","1626"
"Herds Tested","2019Q2","Limerick","Number","2710"
"Herds Tested","2019Q2","Longford","Number","1191"
"Herds Tested","2019Q2","Louth","Number","646"
"Herds Tested","2019Q2","Mayo","Number","4828"
"Herds Tested","2019Q2","Meath","Number","1920"
"Herds Tested","2019Q2","Monaghan","Number","3039"
"Herds Tested","2019Q2","Offaly","Number","1529"
"Herds Tested","2019Q2","Roscommon","Number","2847"
"Herds Tested","2019Q2","Sligo","Number","1871"
"Herds Tested","2019Q2","Tipperary North","Number","1795"
"Herds Tested","2019Q2","Tipperary South","Number","1514"
"Herds Tested","2019Q2","Waterford","Number","919"
"Herds Tested","2019Q2","Westmeath","Number","1611"
"Herds Tested","2019Q2","Wexford","Number","1515"
"Herds Tested","2019Q2","Wicklow E","Number","589"
"Herds Tested","2019Q2","Wicklow W","Number","279"
"Herds Tested","2019Q3","State","Number","85693"
"Herds Tested","2019Q3","Carlow","Number","970"
"Herds Tested","2019Q3","Cavan","Number","3747"
"Herds Tested","2019Q3","Clare","Number","4950"
"Herds Tested","2019Q3","Cork North","Number","4233"
"Herds Tested","2019Q3","Cork South","Number","4353"
"Herds Tested","2019Q3","Donegal","Number","3800"
"Herds Tested","2019Q3","Dublin","Number","268"
"Herds Tested","2019Q3","Galway","Number","8682"
"Herds Tested","2019Q3","Kerry","Number","5131"
"Herds Tested","2019Q3","Kildare","Number","1269"
"Herds Tested","2019Q3","Kilkenny","Number","2185"
"Herds Tested","2019Q3","Laois","Number","2051"
"Herds Tested","2019Q3","Leitrim","Number","2349"
"Herds Tested","2019Q3","Limerick","Number","4129"
"Herds Tested","2019Q3","Longford","Number","1765"
"Herds Tested","2019Q3","Louth","Number","890"
"Herds Tested","2019Q3","Mayo","Number","7221"
"Herds Tested","2019Q3","Meath","Number","2673"
"Herds Tested","2019Q3","Monaghan","Number","3646"
"Herds Tested","2019Q3","Offaly","Number","2228"
"Herds Tested","2019Q3","Roscommon","Number","4172"
"Herds Tested","2019Q3","Sligo","Number","2759"
"Herds Tested","2019Q3","Tipperary North","Number","2533"
"Herds Tested","2019Q3","Tipperary South","Number","2439"
"Herds Tested","2019Q3","Waterford","Number","1524"
"Herds Tested","2019Q3","Westmeath","Number","2282"
"Herds Tested","2019Q3","Wexford","Number","2240"
"Herds Tested","2019Q3","Wicklow E","Number","816"
"Herds Tested","2019Q3","Wicklow W","Number","388"
"Herds Tested","2019Q4","State","Number","109175"
"Herds Tested","2019Q4","Carlow","Number","1270"
"Herds Tested","2019Q4","Cavan","Number","4744"
"Herds Tested","2019Q4","Clare","Number","5845"
"Herds Tested","2019Q4","Cork North","Number","5588"
"Herds Tested","2019Q4","Cork South","Number","5798"
"Herds Tested","2019Q4","Donegal","Number","5043"
"Herds Tested","2019Q4","Dublin","Number","337"
"Herds Tested","2019Q4","Galway","Number","10698"
"Herds Tested","2019Q4","Kerry","Number","6494"
"Herds Tested","2019Q4","Kildare","Number","1697"
"Herds Tested","2019Q4","Kilkenny","Number","3027"
"Herds Tested","2019Q4","Laois","Number","2681"
"Herds Tested","2019Q4","Leitrim","Number","2839"
"Herds Tested","2019Q4","Limerick","Number","5106"
"Herds Tested","2019Q4","Longford","Number","2309"
"Herds Tested","2019Q4","Louth","Number","1159"
"Herds Tested","2019Q4","Mayo","Number","8656"
"Herds Tested","2019Q4","Meath","Number","3579"
"Herds Tested","2019Q4","Monaghan","Number","4162"
"Herds Tested","2019Q4","Offaly","Number","3032"
"Herds Tested","2019Q4","Roscommon","Number","5352"
"Herds Tested","2019Q4","Sligo","Number","3335"
"Herds Tested","2019Q4","Tipperary North","Number","3371"
"Herds Tested","2019Q4","Tipperary South","Number","3349"
"Herds Tested","2019Q4","Waterford","Number","2135"
"Herds Tested","2019Q4","Westmeath","Number","3013"
"Herds Tested","2019Q4","Wexford","Number","3011"
"Herds Tested","2019Q4","Wicklow E","Number","1042"
"Herds Tested","2019Q4","Wicklow W","Number","503"
"Herds Tested","2020Q1","State","Number","26164"
"Herds Tested","2020Q1","Carlow","Number","316"
"Herds Tested","2020Q1","Cavan","Number","1358"
"Herds Tested","2020Q1","Clare","Number","1509"
"Herds Tested","2020Q1","Cork North","Number","1289"
"Herds Tested","2020Q1","Cork South","Number","1110"
"Herds Tested","2020Q1","Donegal","Number","1113"
"Herds Tested","2020Q1","Dublin","Number","107"
"Herds Tested","2020Q1","Galway","Number","2293"
"Herds Tested","2020Q1","Kerry","Number","1390"
"Herds Tested","2020Q1","Kildare","Number","476"
"Herds Tested","2020Q1","Kilkenny","Number","678"
"Herds Tested","2020Q1","Laois","Number","658"
"Herds Tested","2020Q1","Leitrim","Number","728"
"Herds Tested","2020Q1","Limerick","Number","1146"
"Herds Tested","2020Q1","Longford","Number","566"
"Herds Tested","2020Q1","Louth","Number","321"
"Herds Tested","2020Q1","Mayo","Number","2225"
"Herds Tested","2020Q1","Meath","Number","970"
"Herds Tested","2020Q1","Monaghan","Number","1125"
"Herds Tested","2020Q1","Offaly","Number","805"
"Herds Tested","2020Q1","Roscommon","Number","1347"
"Herds Tested","2020Q1","Sligo","Number","827"
"Herds Tested","2020Q1","Tipperary North","Number","765"
"Herds Tested","2020Q1","Tipperary South","Number","661"
"Herds Tested","2020Q1","Waterford","Number","409"
"Herds Tested","2020Q1","Westmeath","Number","830"
"Herds Tested","2020Q1","Wexford","Number","709"
"Herds Tested","2020Q1","Wicklow E","Number","293"
"Herds Tested","2020Q1","Wicklow W","Number","140"
"Herds Tested","2020Q2","State","Number","56597"
"Herds Tested","2020Q2","Carlow","Number","640"
"Herds Tested","2020Q2","Cavan","Number","2589"
"Herds Tested","2020Q2","Clare","Number","3398"
"Herds Tested","2020Q2","Cork North","Number","2733"
"Herds Tested","2020Q2","Cork South","Number","2685"
"Herds Tested","2020Q2","Donegal","Number","2535"
"Herds Tested","2020Q2","Dublin","Number","210"
"Herds Tested","2020Q2","Galway","Number","5428"
"Herds Tested","2020Q2","Kerry","Number","3374"
"Herds Tested","2020Q2","Kildare","Number","919"
"Herds Tested","2020Q2","Kilkenny","Number","1399"
"Herds Tested","2020Q2","Laois","Number","1393"
"Herds Tested","2020Q2","Leitrim","Number","1610"
"Herds Tested","2020Q2","Limerick","Number","2640"
"Herds Tested","2020Q2","Longford","Number","1183"
"Herds Tested","2020Q2","Louth","Number","612"
"Herds Tested","2020Q2","Mayo","Number","4800"
"Herds Tested","2020Q2","Meath","Number","1912"
"Herds Tested","2020Q2","Monaghan","Number","2361"
"Herds Tested","2020Q2","Offaly","Number","1502"
"Herds Tested","2020Q2","Roscommon","Number","2805"
"Herds Tested","2020Q2","Sligo","Number","1831"
"Herds Tested","2020Q2","Tipperary North","Number","1684"
"Herds Tested","2020Q2","Tipperary South","Number","1507"
"Herds Tested","2020Q2","Waterford","Number","908"
"Herds Tested","2020Q2","Westmeath","Number","1605"
"Herds Tested","2020Q2","Wexford","Number","1460"
"Herds Tested","2020Q2","Wicklow E","Number","574"
"Herds Tested","2020Q2","Wicklow W","Number","300"
"Herds Tested","2020Q3","State","Number","84913"
"Herds Tested","2020Q3","Carlow","Number","931"
"Herds Tested","2020Q3","Cavan","Number","3663"
"Herds Tested","2020Q3","Clare","Number","4958"
"Herds Tested","2020Q3","Cork North","Number","4259"
"Herds Tested","2020Q3","Cork South","Number","4342"
"Herds Tested","2020Q3","Donegal","Number","3815"
"Herds Tested","2020Q3","Dublin","Number","258"
"Herds Tested","2020Q3","Galway","Number","8669"
"Herds Tested","2020Q3","Kerry","Number","5157"
"Herds Tested","2020Q3","Kildare","Number","1268"
"Herds Tested","2020Q3","Kilkenny","Number","2163"
"Herds Tested","2020Q3","Laois","Number","1994"
"Herds Tested","2020Q3","Leitrim","Number","2333"
"Herds Tested","2020Q3","Limerick","Number","4087"
"Herds Tested","2020Q3","Longford","Number","1757"
"Herds Tested","2020Q3","Louth","Number","871"
"Herds Tested","2020Q3","Mayo","Number","7169"
"Herds Tested","2020Q3","Meath","Number","2726"
"Herds Tested","2020Q3","Monaghan","Number","3291"
"Herds Tested","2020Q3","Offaly","Number","2196"
"Herds Tested","2020Q3","Roscommon","Number","4170"
"Herds Tested","2020Q3","Sligo","Number","2714"
"Herds Tested","2020Q3","Tipperary North","Number","2519"
"Herds Tested","2020Q3","Tipperary South","Number","2424"
"Herds Tested","2020Q3","Waterford","Number","1501"
"Herds Tested","2020Q3","Westmeath","Number","2288"
"Herds Tested","2020Q3","Wexford","Number","2161"
"Herds Tested","2020Q3","Wicklow E","Number","823"
"Herds Tested","2020Q3","Wicklow W","Number","406"
"Herds Tested","2020Q4","State","Number","108407"
"Herds Tested","2020Q4","Carlow","Number","1283"
"Herds Tested","2020Q4","Cavan","Number","4711"
"Herds Tested","2020Q4","Clare","Number","5830"
"Herds Tested","2020Q4","Cork North","Number","5424"
"Herds Tested","2020Q4","Cork South","Number","5709"
"Herds Tested","2020Q4","Donegal","Number","5041"
"Herds Tested","2020Q4","Dublin","Number","325"
"Herds Tested","2020Q4","Galway","Number","10649"
"Herds Tested","2020Q4","Kerry","Number","6400"
"Herds Tested","2020Q4","Kildare","Number","1696"
"Herds Tested","2020Q4","Kilkenny","Number","3016"
"Herds Tested","2020Q4","Laois","Number","2646"
"Herds Tested","2020Q4","Leitrim","Number","2834"
"Herds Tested","2020Q4","Limerick","Number","5123"
"Herds Tested","2020Q4","Longford","Number","2313"
"Herds Tested","2020Q4","Louth","Number","1113"
"Herds Tested","2020Q4","Mayo","Number","8611"
"Herds Tested","2020Q4","Meath","Number","3528"
"Herds Tested","2020Q4","Monaghan","Number","4124"
"Herds Tested","2020Q4","Offaly","Number","2978"
