"Statistic","Month","Type of Fertiliser","UNIT","VALUE"
"Fertiliser Price","2007M10","Urea (46% N)","Euro per Tonne","314"
"Fertiliser Price","2007M10","Granular Superphosphate (16% P)","Euro per Tonne","303"
"Fertiliser Price","2007M10","Muriate of Potash (50% K)","Euro per Tonne","259"
"Fertiliser Price","2007M10","Compound 0-10-20","Euro per Tonne","259"
"Fertiliser Price","2007M10","Compound 0-7-30","Euro per Tonne","257"
"Fertiliser Price","2007M10","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2007M10","Compound 10-10-20","Euro per Tonne","298"
"Fertiliser Price","2007M10","Compound 14-7-14","Euro per Tonne","297"
"Fertiliser Price","2007M10","Compound 18-6-12","Euro per Tonne","281"
"Fertiliser Price","2007M10","Compound 24-2.5-10","Euro per Tonne","281"
"Fertiliser Price","2007M10","Compound 27-2.5-5","Euro per Tonne","278"
"Fertiliser Price","2007M10","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2007M10","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2007M10","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2007M10","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2007M10","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2007M10","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2007M10","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2007M10","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2007M10","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2007M10","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2007M10","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2007M10","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2007M11","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","239"
"Fertiliser Price","2007M11","Urea (46% N)","Euro per Tonne","320"
"Fertiliser Price","2007M11","Granular Superphosphate (16% P)","Euro per Tonne","303"
"Fertiliser Price","2007M11","Muriate of Potash (50% K)","Euro per Tonne","269"
"Fertiliser Price","2007M11","Compound 0-10-20","Euro per Tonne","270"
"Fertiliser Price","2007M11","Compound 0-7-30","Euro per Tonne","266"
"Fertiliser Price","2007M11","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2007M11","Compound 10-10-20","Euro per Tonne","307"
"Fertiliser Price","2007M11","Compound 14-7-14","Euro per Tonne","307"
"Fertiliser Price","2007M11","Compound 18-6-12","Euro per Tonne","285"
"Fertiliser Price","2007M11","Compound 24-2.5-10","Euro per Tonne","283"
"Fertiliser Price","2007M11","Compound 27-2.5-5","Euro per Tonne","283"
"Fertiliser Price","2007M11","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2007M11","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2007M11","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2007M11","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2007M11","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2007M11","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2007M11","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2007M11","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2007M11","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2007M11","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2007M11","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2007M11","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2007M12","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","251"
"Fertiliser Price","2007M12","Urea (46% N)","Euro per Tonne","336"
"Fertiliser Price","2007M12","Granular Superphosphate (16% P)","Euro per Tonne","367"
"Fertiliser Price","2007M12","Muriate of Potash (50% K)","Euro per Tonne","310"
"Fertiliser Price","2007M12","Compound 0-10-20","Euro per Tonne","291"
"Fertiliser Price","2007M12","Compound 0-7-30","Euro per Tonne","286"
"Fertiliser Price","2007M12","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2007M12","Compound 10-10-20","Euro per Tonne","331"
"Fertiliser Price","2007M12","Compound 14-7-14","Euro per Tonne","341"
"Fertiliser Price","2007M12","Compound 18-6-12","Euro per Tonne","303"
"Fertiliser Price","2007M12","Compound 24-2.5-10","Euro per Tonne","306"
"Fertiliser Price","2007M12","Compound 27-2.5-5","Euro per Tonne","305"
"Fertiliser Price","2007M12","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2007M12","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2007M12","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2007M12","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2007M12","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2007M12","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2007M12","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2007M12","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2007M12","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2007M12","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2007M12","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2007M12","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2008M01","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","284"
"Fertiliser Price","2008M01","Urea (46% N)","Euro per Tonne","378"
"Fertiliser Price","2008M01","Granular Superphosphate (16% P)","Euro per Tonne","474"
"Fertiliser Price","2008M01","Muriate of Potash (50% K)","Euro per Tonne","371"
"Fertiliser Price","2008M01","Compound 0-10-20","Euro per Tonne","328"
"Fertiliser Price","2008M01","Compound 0-7-30","Euro per Tonne","325"
"Fertiliser Price","2008M01","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2008M01","Compound 10-10-20","Euro per Tonne","366"
"Fertiliser Price","2008M01","Compound 14-7-14","Euro per Tonne","406"
"Fertiliser Price","2008M01","Compound 18-6-12","Euro per Tonne","350"
"Fertiliser Price","2008M01","Compound 24-2.5-10","Euro per Tonne","356"
"Fertiliser Price","2008M01","Compound 27-2.5-5","Euro per Tonne","355"
"Fertiliser Price","2008M01","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2008M01","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2008M01","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2008M01","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2008M01","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2008M01","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2008M01","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2008M01","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2008M01","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2008M01","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2008M01","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2008M01","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2008M02","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","338"
"Fertiliser Price","2008M02","Urea (46% N)","Euro per Tonne","419"
"Fertiliser Price","2008M02","Granular Superphosphate (16% P)","Euro per Tonne","507"
"Fertiliser Price","2008M02","Muriate of Potash (50% K)","Euro per Tonne","412"
"Fertiliser Price","2008M02","Compound 0-10-20","Euro per Tonne","386"
"Fertiliser Price","2008M02","Compound 0-7-30","Euro per Tonne","383"
"Fertiliser Price","2008M02","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2008M02","Compound 10-10-20","Euro per Tonne","459"
"Fertiliser Price","2008M02","Compound 14-7-14","Euro per Tonne","443"
"Fertiliser Price","2008M02","Compound 18-6-12","Euro per Tonne","418"
"Fertiliser Price","2008M02","Compound 24-2.5-10","Euro per Tonne","426"
"Fertiliser Price","2008M02","Compound 27-2.5-5","Euro per Tonne","430"
"Fertiliser Price","2008M02","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2008M02","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2008M02","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2008M02","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2008M02","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2008M02","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2008M02","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2008M02","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2008M02","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2008M02","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2008M02","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2008M02","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2008M03","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","354"
"Fertiliser Price","2008M03","Urea (46% N)","Euro per Tonne","422"
"Fertiliser Price","2008M03","Granular Superphosphate (16% P)","Euro per Tonne","517"
"Fertiliser Price","2008M03","Muriate of Potash (50% K)","Euro per Tonne","430"
"Fertiliser Price","2008M03","Compound 0-10-20","Euro per Tonne","410"
"Fertiliser Price","2008M03","Compound 0-7-30","Euro per Tonne","409"
"Fertiliser Price","2008M03","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2008M03","Compound 10-10-20","Euro per Tonne","466"
"Fertiliser Price","2008M03","Compound 14-7-14","Euro per Tonne","478"
"Fertiliser Price","2008M03","Compound 18-6-12","Euro per Tonne","435"
"Fertiliser Price","2008M03","Compound 24-2.5-10","Euro per Tonne","441"
"Fertiliser Price","2008M03","Compound 27-2.5-5","Euro per Tonne","437"
"Fertiliser Price","2008M03","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2008M03","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2008M03","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2008M03","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2008M03","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2008M03","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2008M03","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2008M03","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2008M03","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2008M03","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2008M03","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2008M03","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2008M04","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","373"
"Fertiliser Price","2008M04","Urea (46% N)","Euro per Tonne","434"
"Fertiliser Price","2008M04","Granular Superphosphate (16% P)","Euro per Tonne","530"
"Fertiliser Price","2008M04","Muriate of Potash (50% K)","Euro per Tonne","491"
"Fertiliser Price","2008M04","Compound 0-10-20","Euro per Tonne","430"
"Fertiliser Price","2008M04","Compound 0-7-30","Euro per Tonne","426"
"Fertiliser Price","2008M04","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2008M04","Compound 10-10-20","Euro per Tonne","494"
"Fertiliser Price","2008M04","Compound 14-7-14","Euro per Tonne","485"
"Fertiliser Price","2008M04","Compound 18-6-12","Euro per Tonne","460"
"Fertiliser Price","2008M04","Compound 24-2.5-10","Euro per Tonne","468"
"Fertiliser Price","2008M04","Compound 27-2.5-5","Euro per Tonne","461"
"Fertiliser Price","2008M04","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2008M04","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2008M04","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2008M04","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2008M04","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2008M04","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2008M04","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2008M04","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2008M04","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2008M04","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2008M04","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2008M04","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2008M05","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","373"
"Fertiliser Price","2008M05","Urea (46% N)","Euro per Tonne","435"
"Fertiliser Price","2008M05","Granular Superphosphate (16% P)","Euro per Tonne","545"
"Fertiliser Price","2008M05","Muriate of Potash (50% K)","Euro per Tonne","496"
"Fertiliser Price","2008M05","Compound 0-10-20","Euro per Tonne","435"
"Fertiliser Price","2008M05","Compound 0-7-30","Euro per Tonne","434"
"Fertiliser Price","2008M05","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2008M05","Compound 10-10-20","Euro per Tonne","498"
"Fertiliser Price","2008M05","Compound 14-7-14","Euro per Tonne","487"
"Fertiliser Price","2008M05","Compound 18-6-12","Euro per Tonne","460"
"Fertiliser Price","2008M05","Compound 24-2.5-10","Euro per Tonne","470"
"Fertiliser Price","2008M05","Compound 27-2.5-5","Euro per Tonne","463"
"Fertiliser Price","2008M05","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2008M05","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2008M05","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2008M05","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2008M05","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2008M05","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2008M05","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2008M05","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2008M05","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2008M05","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2008M05","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2008M05","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2008M06","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","378"
"Fertiliser Price","2008M06","Urea (46% N)","Euro per Tonne","436"
"Fertiliser Price","2008M06","Granular Superphosphate (16% P)","Euro per Tonne","562"
"Fertiliser Price","2008M06","Muriate of Potash (50% K)","Euro per Tonne","507"
"Fertiliser Price","2008M06","Compound 0-10-20","Euro per Tonne","460"
"Fertiliser Price","2008M06","Compound 0-7-30","Euro per Tonne","458"
"Fertiliser Price","2008M06","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2008M06","Compound 10-10-20","Euro per Tonne","501"
"Fertiliser Price","2008M06","Compound 14-7-14","Euro per Tonne","489"
"Fertiliser Price","2008M06","Compound 18-6-12","Euro per Tonne","462"
"Fertiliser Price","2008M06","Compound 24-2.5-10","Euro per Tonne","473"
"Fertiliser Price","2008M06","Compound 27-2.5-5","Euro per Tonne","464"
"Fertiliser Price","2008M06","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2008M06","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2008M06","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2008M06","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2008M06","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2008M06","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2008M06","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2008M06","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2008M06","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2008M06","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2008M06","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2008M06","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2008M07","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","386"
"Fertiliser Price","2008M07","Urea (46% N)","Euro per Tonne","445"
"Fertiliser Price","2008M07","Granular Superphosphate (16% P)","Euro per Tonne","562"
"Fertiliser Price","2008M07","Muriate of Potash (50% K)","Euro per Tonne","528"
"Fertiliser Price","2008M07","Compound 0-10-20","Euro per Tonne","495"
"Fertiliser Price","2008M07","Compound 0-7-30","Euro per Tonne","487"
"Fertiliser Price","2008M07","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2008M07","Compound 10-10-20","Euro per Tonne","533"
"Fertiliser Price","2008M07","Compound 14-7-14","Euro per Tonne","506"
"Fertiliser Price","2008M07","Compound 18-6-12","Euro per Tonne","478"
"Fertiliser Price","2008M07","Compound 24-2.5-10","Euro per Tonne","491"
"Fertiliser Price","2008M07","Compound 27-2.5-5","Euro per Tonne","484"
"Fertiliser Price","2008M07","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2008M07","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2008M07","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2008M07","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2008M07","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2008M07","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2008M07","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2008M07","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2008M07","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2008M07","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2008M07","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2008M07","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2008M08","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","390"
"Fertiliser Price","2008M08","Urea (46% N)","Euro per Tonne","454"
"Fertiliser Price","2008M08","Granular Superphosphate (16% P)","Euro per Tonne","592"
"Fertiliser Price","2008M08","Muriate of Potash (50% K)","Euro per Tonne","567"
"Fertiliser Price","2008M08","Compound 0-10-20","Euro per Tonne","531"
"Fertiliser Price","2008M08","Compound 0-7-30","Euro per Tonne","526"
"Fertiliser Price","2008M08","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2008M08","Compound 10-10-20","Euro per Tonne","550"
"Fertiliser Price","2008M08","Compound 14-7-14","Euro per Tonne","531"
"Fertiliser Price","2008M08","Compound 18-6-12","Euro per Tonne","502"
"Fertiliser Price","2008M08","Compound 24-2.5-10","Euro per Tonne","507"
"Fertiliser Price","2008M08","Compound 27-2.5-5","Euro per Tonne","495"
"Fertiliser Price","2008M08","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2008M08","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2008M08","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2008M08","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2008M08","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2008M08","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2008M08","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2008M08","Compound 15-3-20","Euro per Tonne",""
