"Statistic","Year","Regional Veterinary Offices","UNIT","VALUE"
"Tests on Animals","2018","Louth","Number","107076"
"Tests on Animals","2018","Mayo","Number","334547"
"Tests on Animals","2018","Meath","Number","393511"
"Tests on Animals","2018","Monaghan","Number","373846"
"Tests on Animals","2018","Offaly","Number","298237"
"Tests on Animals","2018","Roscommon","Number","246291"
"Tests on Animals","2018","Sligo","Number","139664"
"Tests on Animals","2018","Tipperary North","Number","435034"
"Tests on Animals","2018","Tipperary South","Number","389821"
"Tests on Animals","2018","Waterford","Number","302544"
"Tests on Animals","2018","Westmeath","Number","285228"
"Tests on Animals","2018","Wexford","Number","371229"
"Tests on Animals","2018","Wicklow E","Number","123485"
"Tests on Animals","2018","Wicklow W","Number","65766"
"Tests on Animals","2019","State","Number","8827682"
"Tests on Animals","2019","Carlow","Number","123760"
"Tests on Animals","2019","Cavan","Number","332460"
"Tests on Animals","2019","Clare","Number","375832"
"Tests on Animals","2019","Cork North","Number","798849"
"Tests on Animals","2019","Cork South","Number","580538"
"Tests on Animals","2019","Donegal","Number","210692"
"Tests on Animals","2019","Dublin","Number","27711"
"Tests on Animals","2019","Galway","Number","524570"
"Tests on Animals","2019","Kerry","Number","435906"
"Tests on Animals","2019","Kildare","Number","146165"
"Tests on Animals","2019","Kilkenny","Number","419001"
"Tests on Animals","2019","Laois","Number","305448"
"Tests on Animals","2019","Leitrim","Number","89280"
"Tests on Animals","2019","Limerick","Number","492196"
"Tests on Animals","2019","Longford","Number","128903"
"Tests on Animals","2019","Louth","Number","107324"
"Tests on Animals","2019","Mayo","Number","320106"
"Tests on Animals","2019","Meath","Number","386790"
"Tests on Animals","2019","Monaghan","Number","406183"
"Tests on Animals","2019","Offaly","Number","294330"
"Tests on Animals","2019","Roscommon","Number","249728"
"Tests on Animals","2019","Sligo","Number","136966"
"Tests on Animals","2019","Tipperary North","Number","414657"
"Tests on Animals","2019","Tipperary South","Number","386916"
"Tests on Animals","2019","Waterford","Number","281986"
"Tests on Animals","2019","Westmeath","Number","273827"
"Tests on Animals","2019","Wexford","Number","388119"
"Tests on Animals","2019","Wicklow E","Number","127565"
"Tests on Animals","2019","Wicklow W","Number","61874"
"Tests on Animals","2020","State","Number","9086934"
"Tests on Animals","2020","Carlow","Number","123642"
"Tests on Animals","2020","Cavan","Number","355293"
"Tests on Animals","2020","Clare","Number","388196"
"Tests on Animals","2020","Cork North","Number","879841"
"Tests on Animals","2020","Cork South","Number","587228"
"Tests on Animals","2020","Donegal","Number","215669"
"Tests on Animals","2020","Dublin","Number","24987"
"Tests on Animals","2020","Galway","Number","543606"
"Tests on Animals","2020","Kerry","Number","439311"
"Tests on Animals","2020","Kildare","Number","148802"
"Tests on Animals","2020","Kilkenny","Number","409932"
"Tests on Animals","2020","Laois","Number","302252"
"Tests on Animals","2020","Leitrim","Number","89829"
"Tests on Animals","2020","Limerick","Number","508430"
"Tests on Animals","2020","Longford","Number","138324"
"Tests on Animals","2020","Louth","Number","126508"
"Tests on Animals","2020","Mayo","Number","327239"
"Tests on Animals","2020","Meath","Number","417790"
"Tests on Animals","2020","Monaghan","Number","349144"
"Tests on Animals","2020","Offaly","Number","303718"
"Tests on Animals","2020","Roscommon","Number","246903"
"Tests on Animals","2020","Sligo","Number","132464"
"Tests on Animals","2020","Tipperary North","Number","441627"
"Tests on Animals","2020","Tipperary South","Number","420521"
"Tests on Animals","2020","Waterford","Number","287221"
"Tests on Animals","2020","Westmeath","Number","304207"
"Tests on Animals","2020","Wexford","Number","366765"
"Tests on Animals","2020","Wicklow E","Number","131187"
"Tests on Animals","2020","Wicklow W","Number","76298"
"Reactors to date","2010","State","Number","20211"
"Reactors to date","2010","Carlow","Number","124"
"Reactors to date","2010","Cavan","Number","981"
"Reactors to date","2010","Clare","Number","1947"
"Reactors to date","2010","Cork North","Number","1078"
"Reactors to date","2010","Cork South","Number","1592"
"Reactors to date","2010","Donegal","Number","396"
"Reactors to date","2010","Dublin","Number","60"
"Reactors to date","2010","Galway","Number","1579"
"Reactors to date","2010","Kerry","Number","601"
"Reactors to date","2010","Kildare","Number","182"
"Reactors to date","2010","Kilkenny","Number","737"
"Reactors to date","2010","Laois","Number","404"
"Reactors to date","2010","Leitrim","Number","265"
"Reactors to date","2010","Limerick","Number","866"
"Reactors to date","2010","Longford","Number","248"
"Reactors to date","2010","Louth","Number","339"
"Reactors to date","2010","Mayo","Number","361"
"Reactors to date","2010","Meath","Number","1031"
"Reactors to date","2010","Monaghan","Number","645"
"Reactors to date","2010","Offaly","Number","676"
"Reactors to date","2010","Roscommon","Number","731"
"Reactors to date","2010","Sligo","Number","220"
"Reactors to date","2010","Tipperary North","Number","931"
"Reactors to date","2010","Tipperary South","Number","747"
"Reactors to date","2010","Waterford","Number","414"
"Reactors to date","2010","Westmeath","Number","883"
"Reactors to date","2010","Wexford","Number","1255"
"Reactors to date","2010","Wicklow E","Number","833"
"Reactors to date","2010","Wicklow W","Number","85"
"Reactors to date","2011","State","Number","18531"
"Reactors to date","2011","Carlow","Number","210"
"Reactors to date","2011","Cavan","Number","717"
"Reactors to date","2011","Clare","Number","1185"
"Reactors to date","2011","Cork North","Number","1137"
"Reactors to date","2011","Cork South","Number","1368"
"Reactors to date","2011","Donegal","Number","415"
"Reactors to date","2011","Dublin","Number","50"
"Reactors to date","2011","Galway","Number","1114"
"Reactors to date","2011","Kerry","Number","1169"
"Reactors to date","2011","Kildare","Number","260"
"Reactors to date","2011","Kilkenny","Number","917"
"Reactors to date","2011","Laois","Number","420"
"Reactors to date","2011","Leitrim","Number","244"
"Reactors to date","2011","Limerick","Number","468"
"Reactors to date","2011","Longford","Number","211"
"Reactors to date","2011","Louth","Number","264"
"Reactors to date","2011","Mayo","Number","313"
"Reactors to date","2011","Meath","Number","975"
"Reactors to date","2011","Monaghan","Number","361"
"Reactors to date","2011","Offaly","Number","508"
"Reactors to date","2011","Roscommon","Number","573"
"Reactors to date","2011","Sligo","Number","278"
"Reactors to date","2011","Tipperary North","Number","775"
"Reactors to date","2011","Tipperary South","Number","577"
"Reactors to date","2011","Waterford","Number","581"
"Reactors to date","2011","Westmeath","Number","880"
"Reactors to date","2011","Wexford","Number","1406"
"Reactors to date","2011","Wicklow E","Number","665"
"Reactors to date","2011","Wicklow W","Number","490"
"Reactors to date","2012","State","Number","18476"
"Reactors to date","2012","Carlow","Number","182"
"Reactors to date","2012","Cavan","Number","773"
"Reactors to date","2012","Clare","Number","1136"
"Reactors to date","2012","Cork North","Number","1279"
"Reactors to date","2012","Cork South","Number","1218"
"Reactors to date","2012","Donegal","Number","609"
"Reactors to date","2012","Dublin","Number","47"
"Reactors to date","2012","Galway","Number","997"
"Reactors to date","2012","Kerry","Number","1394"
"Reactors to date","2012","Kildare","Number","129"
"Reactors to date","2012","Kilkenny","Number","845"
"Reactors to date","2012","Laois","Number","475"
"Reactors to date","2012","Leitrim","Number","222"
"Reactors to date","2012","Limerick","Number","1084"
"Reactors to date","2012","Longford","Number","276"
"Reactors to date","2012","Louth","Number","115"
"Reactors to date","2012","Mayo","Number","492"
"Reactors to date","2012","Meath","Number","939"
"Reactors to date","2012","Monaghan","Number","684"
"Reactors to date","2012","Offaly","Number","455"
"Reactors to date","2012","Roscommon","Number","725"
"Reactors to date","2012","Sligo","Number","333"
"Reactors to date","2012","Tipperary North","Number","659"
"Reactors to date","2012","Tipperary South","Number","340"
"Reactors to date","2012","Waterford","Number","289"
"Reactors to date","2012","Westmeath","Number","903"
"Reactors to date","2012","Wexford","Number","926"
"Reactors to date","2012","Wicklow E","Number","724"
"Reactors to date","2012","Wicklow W","Number","226"
"Reactors to date","2013","State","Number","15612"
"Reactors to date","2013","Carlow","Number","85"
"Reactors to date","2013","Cavan","Number","891"
"Reactors to date","2013","Clare","Number","1205"
"Reactors to date","2013","Cork North","Number","996"
"Reactors to date","2013","Cork South","Number","1055"
"Reactors to date","2013","Donegal","Number","480"
"Reactors to date","2013","Dublin","Number","57"
"Reactors to date","2013","Galway","Number","879"
"Reactors to date","2013","Kerry","Number","778"
"Reactors to date","2013","Kildare","Number","150"
"Reactors to date","2013","Kilkenny","Number","595"
"Reactors to date","2013","Laois","Number","556"
"Reactors to date","2013","Leitrim","Number","191"
"Reactors to date","2013","Limerick","Number","921"
"Reactors to date","2013","Longford","Number","171"
"Reactors to date","2013","Louth","Number","118"
"Reactors to date","2013","Mayo","Number","446"
"Reactors to date","2013","Meath","Number","747"
"Reactors to date","2013","Monaghan","Number","675"
"Reactors to date","2013","Offaly","Number","545"
"Reactors to date","2013","Roscommon","Number","537"
"Reactors to date","2013","Sligo","Number","213"
"Reactors to date","2013","Tipperary North","Number","645"
"Reactors to date","2013","Tipperary South","Number","271"
"Reactors to date","2013","Waterford","Number","462"
"Reactors to date","2013","Westmeath","Number","533"
"Reactors to date","2013","Wexford","Number","709"
"Reactors to date","2013","Wicklow E","Number","577"
"Reactors to date","2013","Wicklow W","Number","124"
"Reactors to date","2014","State","Number","16145"
"Reactors to date","2014","Carlow","Number","31"
"Reactors to date","2014","Cavan","Number","658"
"Reactors to date","2014","Clare","Number","1735"
"Reactors to date","2014","Cork North","Number","1160"
"Reactors to date","2014","Cork South","Number","908"
"Reactors to date","2014","Donegal","Number","445"
"Reactors to date","2014","Dublin","Number","52"
"Reactors to date","2014","Galway","Number","1007"
"Reactors to date","2014","Kerry","Number","1177"
"Reactors to date","2014","Kildare","Number","178"
"Reactors to date","2014","Kilkenny","Number","391"
"Reactors to date","2014","Laois","Number","377"
"Reactors to date","2014","Leitrim","Number","251"
"Reactors to date","2014","Limerick","Number","557"
"Reactors to date","2014","Longford","Number","139"
"Reactors to date","2014","Louth","Number","115"
"Reactors to date","2014","Mayo","Number","266"
"Reactors to date","2014","Meath","Number","656"
"Reactors to date","2014","Monaghan","Number","372"
"Reactors to date","2014","Offaly","Number","300"
"Reactors to date","2014","Roscommon","Number","679"
"Reactors to date","2014","Sligo","Number","428"
"Reactors to date","2014","Tipperary North","Number","767"
"Reactors to date","2014","Tipperary South","Number","181"
"Reactors to date","2014","Waterford","Number","383"
"Reactors to date","2014","Westmeath","Number","726"
"Reactors to date","2014","Wexford","Number","988"
"Reactors to date","2014","Wicklow E","Number","1029"
"Reactors to date","2014","Wicklow W","Number","189"
"Reactors to date","2015","State","Number","15317"
"Reactors to date","2015","Carlow","Number","249"
"Reactors to date","2015","Cavan","Number","940"
"Reactors to date","2015","Clare","Number","1383"
"Reactors to date","2015","Cork North","Number","929"
"Reactors to date","2015","Cork South","Number","1127"
"Reactors to date","2015","Donegal","Number","242"
"Reactors to date","2015","Dublin","Number","63"
"Reactors to date","2015","Galway","Number","848"
"Reactors to date","2015","Kerry","Number","717"
"Reactors to date","2015","Kildare","Number","138"
"Reactors to date","2015","Kilkenny","Number","701"
"Reactors to date","2015","Laois","Number","386"
"Reactors to date","2015","Leitrim","Number","187"
"Reactors to date","2015","Limerick","Number","709"
"Reactors to date","2015","Longford","Number","155"
"Reactors to date","2015","Louth","Number","120"
"Reactors to date","2015","Mayo","Number","269"
"Reactors to date","2015","Meath","Number","796"
"Reactors to date","2015","Monaghan","Number","595"
"Reactors to date","2015","Offaly","Number","427"
"Reactors to date","2015","Roscommon","Number","400"
"Reactors to date","2015","Sligo","Number","291"
"Reactors to date","2015","Tipperary North","Number","533"
"Reactors to date","2015","Tipperary South","Number","405"
"Reactors to date","2015","Waterford","Number","246"
"Reactors to date","2015","Westmeath","Number","573"
"Reactors to date","2015","Wexford","Number","704"
"Reactors to date","2015","Wicklow E","Number","568"
"Reactors to date","2015","Wicklow W","Number","616"
"Reactors to date","2016","State","Number","16914"
"Reactors to date","2016","Carlow","Number","126"
"Reactors to date","2016","Cavan","Number","812"
"Reactors to date","2016","Clare","Number","1335"
"Reactors to date","2016","Cork North","Number","1534"
"Reactors to date","2016","Cork South","Number","884"
"Reactors to date","2016","Donegal","Number","249"
"Reactors to date","2016","Dublin","Number","53"
"Reactors to date","2016","Galway","Number","1078"
"Reactors to date","2016","Kerry","Number","1109"
"Reactors to date","2016","Kildare","Number","261"
"Reactors to date","2016","Kilkenny","Number","405"
"Reactors to date","2016","Laois","Number","523"
"Reactors to date","2016","Leitrim","Number","110"
"Reactors to date","2016","Limerick","Number","594"
"Reactors to date","2016","Longford","Number","120"
"Reactors to date","2016","Louth","Number","193"
"Reactors to date","2016","Mayo","Number","275"
"Reactors to date","2016","Meath","Number","1029"
"Reactors to date","2016","Monaghan","Number","1013"
"Reactors to date","2016","Offaly","Number","492"
"Reactors to date","2016","Roscommon","Number","376"
"Reactors to date","2016","Sligo","Number","218"
"Reactors to date","2016","Tipperary North","Number","968"
"Reactors to date","2016","Tipperary South","Number","489"
"Reactors to date","2016","Waterford","Number","567"
"Reactors to date","2016","Westmeath","Number","484"
"Reactors to date","2016","Wexford","Number","507"
"Reactors to date","2016","Wicklow E","Number","640"
"Reactors to date","2016","Wicklow W","Number","470"
"Reactors to date","2017","State","Number","17266"
"Reactors to date","2017","Carlow","Number","103"
"Reactors to date","2017","Cavan","Number","1408"
"Reactors to date","2017","Clare","Number","1207"
"Reactors to date","2017","Cork North","Number","1775"
"Reactors to date","2017","Cork South","Number","809"
"Reactors to date","2017","Donegal","Number","184"
"Reactors to date","2017","Dublin","Number","86"
"Reactors to date","2017","Galway","Number","975"
"Reactors to date","2017","Kerry","Number","1173"
"Reactors to date","2017","Kildare","Number","146"
"Reactors to date","2017","Kilkenny","Number","421"
"Reactors to date","2017","Laois","Number","667"
"Reactors to date","2017","Leitrim","Number","309"
"Reactors to date","2017","Limerick","Number","533"
"Reactors to date","2017","Longford","Number","73"
"Reactors to date","2017","Louth","Number","181"
"Reactors to date","2017","Mayo","Number","507"
"Reactors to date","2017","Meath","Number","654"
"Reactors to date","2017","Monaghan","Number","1089"
"Reactors to date","2017","Offaly","Number","346"
"Reactors to date","2017","Roscommon","Number","422"
"Reactors to date","2017","Sligo","Number","290"
"Reactors to date","2017","Tipperary North","Number","842"
"Reactors to date","2017","Tipperary South","Number","361"
"Reactors to date","2017","Waterford","Number","149"
"Reactors to date","2017","Westmeath","Number","919"
"Reactors to date","2017","Wexford","Number","907"
"Reactors to date","2017","Wicklow E","Number","421"
"Reactors to date","2017","Wicklow W","Number","309"
"Reactors to date","2018","State","Number","17491"
"Reactors to date","2018","Carlow","Number","105"
"Reactors to date","2018","Cavan","Number","893"
"Reactors to date","2018","Clare","Number","1265"
"Reactors to date","2018","Cork North","Number","2086"
"Reactors to date","2018","Cork South","Number","582"
"Reactors to date","2018","Donegal","Number","113"
"Reactors to date","2018","Dublin","Number","169"
"Reactors to date","2018","Galway","Number","838"
"Reactors to date","2018","Kerry","Number","1069"
"Reactors to date","2018","Kildare","Number","167"
"Reactors to date","2018","Kilkenny","Number","352"
"Reactors to date","2018","Laois","Number","505"
"Reactors to date","2018","Leitrim","Number","185"
"Reactors to date","2018","Limerick","Number","364"
"Reactors to date","2018","Longford","Number","207"
"Reactors to date","2018","Louth","Number","101"
"Reactors to date","2018","Mayo","Number","501"
"Reactors to date","2018","Meath","Number","754"
"Reactors to date","2018","Monaghan","Number","1677"
"Reactors to date","2018","Offaly","Number","360"
"Reactors to date","2018","Roscommon","Number","336"
"Reactors to date","2018","Sligo","Number","482"
"Reactors to date","2018","Tipperary North","Number","1296"
"Reactors to date","2018","Tipperary South","Number","399"
"Reactors to date","2018","Waterford","Number","343"
"Reactors to date","2018","Westmeath","Number","666"
"Reactors to date","2018","Wexford","Number","709"
"Reactors to date","2018","Wicklow E","Number","596"
"Reactors to date","2018","Wicklow W","Number","371"
"Reactors to date","2019","State","Number","17058"
"Reactors to date","2019","Carlow","Number","77"
"Reactors to date","2019","Cavan","Number","941"
"Reactors to date","2019","Clare","Number","1190"
"Reactors to date","2019","Cork North","Number","1993"
"Reactors to date","2019","Cork South","Number","898"
"Reactors to date","2019","Donegal","Number","219"
"Reactors to date","2019","Dublin","Number","137"
"Reactors to date","2019","Galway","Number","1181"
"Reactors to date","2019","Kerry","Number","832"
"Reactors to date","2019","Kildare","Number","84"
"Reactors to date","2019","Kilkenny","Number","507"
"Reactors to date","2019","Laois","Number","446"
"Reactors to date","2019","Leitrim","Number","258"
"Reactors to date","2019","Limerick","Number","357"
"Reactors to date","2019","Longford","Number","116"
"Reactors to date","2019","Louth","Number","194"
"Reactors to date","2019","Mayo","Number","379"
"Reactors to date","2019","Meath","Number","555"
"Reactors to date","2019","Monaghan","Number","1336"
"Reactors to date","2019","Offaly","Number","598"
"Reactors to date","2019","Roscommon","Number","464"
"Reactors to date","2019","Sligo","Number","232"
"Reactors to date","2019","Tipperary North","Number","851"
"Reactors to date","2019","Tipperary South","Number","377"
"Reactors to date","2019","Waterford","Number","148"
"Reactors to date","2019","Westmeath","Number","626"
"Reactors to date","2019","Wexford","Number","743"
"Reactors to date","2019","Wicklow E","Number","939"
"Reactors to date","2019","Wicklow W","Number","380"
"Reactors to date","2020","State","Number","22614"
"Reactors to date","2020","Carlow","Number","145"
"Reactors to date","2020","Cavan","Number","1174"
"Reactors to date","2020","Clare","Number","1569"
"Reactors to date","2020","Cork North","Number","2999"
"Reactors to date","2020","Cork South","Number","952"
"Reactors to date","2020","Donegal","Number","263"
"Reactors to date","2020","Dublin","Number","158"
"Reactors to date","2020","Galway","Number","1190"
"Reactors to date","2020","Kerry","Number","1201"
"Reactors to date","2020","Kildare","Number","177"
"Reactors to date","2020","Kilkenny","Number","368"
"Reactors to date","2020","Laois","Number","800"
"Reactors to date","2020","Leitrim","Number","164"
"Reactors to date","2020","Limerick","Number","748"
"Reactors to date","2020","Longford","Number","281"
"Reactors to date","2020","Louth","Number","286"
"Reactors to date","2020","Mayo","Number","717"
"Reactors to date","2020","Meath","Number","1001"
"Reactors to date","2020","Monaghan","Number","1154"
"Reactors to date","2020","Offaly","Number","738"
"Reactors to date","2020","Roscommon","Number","354"
"Reactors to date","2020","Sligo","Number","404"
"Reactors to date","2020","Tipperary North","Number","1370"
"Reactors to date","2020","Tipperary South","Number","1088"
"Reactors to date","2020","Waterford","Number","196"
"Reactors to date","2020","Westmeath","Number","1192"
"Reactors to date","2020","Wexford","Number","701"
"Reactors to date","2020","Wicklow E","Number","648"
"Reactors to date","2020","Wicklow W","Number","576"
"Reactors per 1000 Tests A.P.T.","2010","State","Number","2.41"
"Reactors per 1000 Tests A.P.T.","2010","Carlow","Number","1.14"
"Reactors per 1000 Tests A.P.T.","2010","Cavan","Number","3.13"
"Reactors per 1000 Tests A.P.T.","2010","Clare","Number","5.05"
"Reactors per 1000 Tests A.P.T.","2010","Cork North","Number","1.62"
"Reactors per 1000 Tests A.P.T.","2010","Cork South","Number","2.72"
"Reactors per 1000 Tests A.P.T.","2010","Donegal","Number","1.71"
"Reactors per 1000 Tests A.P.T.","2010","Dublin","Number","1.99"
"Reactors per 1000 Tests A.P.T.","2010","Galway","Number","3.15"
"Reactors per 1000 Tests A.P.T.","2010","Kerry","Number","1.49"
"Reactors per 1000 Tests A.P.T.","2010","Kildare","Number","1.31"
"Reactors per 1000 Tests A.P.T.","2010","Kilkenny","Number","1.95"
"Reactors per 1000 Tests A.P.T.","2010","Laois","Number","1.47"
"Reactors per 1000 Tests A.P.T.","2010","Leitrim","Number","2.53"
"Reactors per 1000 Tests A.P.T.","2010","Limerick","Number","1.86"
"Reactors per 1000 Tests A.P.T.","2010","Longford","Number","1.68"
"Reactors per 1000 Tests A.P.T.","2010","Louth","Number","3.22"
"Reactors per 1000 Tests A.P.T.","2010","Mayo","Number","1.08"
"Reactors per 1000 Tests A.P.T.","2010","Meath","Number","2.47"
"Reactors per 1000 Tests A.P.T.","2010","Monaghan","Number","2.6"
"Reactors per 1000 Tests A.P.T.","2010","Offaly","Number","2.49"
"Reactors per 1000 Tests A.P.T.","2010","Roscommon","Number","2.51"
"Reactors per 1000 Tests A.P.T.","2010","Sligo","Number","1.46"
"Reactors per 1000 Tests A.P.T.","2010","Tipperary North","Number","2.45"
"Reactors per 1000 Tests A.P.T.","2010","Tipperary South","Number","1.97"
"Reactors per 1000 Tests A.P.T.","2010","Waterford","Number","1.41"
"Reactors per 1000 Tests A.P.T.","2010","Westmeath","Number","3.12"
"Reactors per 1000 Tests A.P.T.","2010","Wexford","Number","3.75"
"Reactors per 1000 Tests A.P.T.","2010","Wicklow E","Number","7.28"
"Reactors per 1000 Tests A.P.T.","2010","Wicklow W","Number","1.59"
"Reactors per 1000 Tests A.P.T.","2011","State","Number","2.22"
"Reactors per 1000 Tests A.P.T.","2011","Carlow","Number","1.9"
"Reactors per 1000 Tests A.P.T.","2011","Cavan","Number","2.39"
"Reactors per 1000 Tests A.P.T.","2011","Clare","Number","3.26"
"Reactors per 1000 Tests A.P.T.","2011","Cork North","Number","1.68"
"Reactors per 1000 Tests A.P.T.","2011","Cork South","Number","2.3"
"Reactors per 1000 Tests A.P.T.","2011","Donegal","Number","1.78"
"Reactors per 1000 Tests A.P.T.","2011","Dublin","Number","1.72"
"Reactors per 1000 Tests A.P.T.","2011","Galway","Number","2.25"
"Reactors per 1000 Tests A.P.T.","2011","Kerry","Number","2.84"
"Reactors per 1000 Tests A.P.T.","2011","Kildare","Number","1.86"
"Reactors per 1000 Tests A.P.T.","2011","Kilkenny","Number","2.3"
"Reactors per 1000 Tests A.P.T.","2011","Laois","Number","1.53"
"Reactors per 1000 Tests A.P.T.","2011","Leitrim","Number","2.45"
"Reactors per 1000 Tests A.P.T.","2011","Limerick","Number","1"
"Reactors per 1000 Tests A.P.T.","2011","Longford","Number","1.51"
"Reactors per 1000 Tests A.P.T.","2011","Louth","Number","2.43"
"Reactors per 1000 Tests A.P.T.","2011","Mayo","Number","0.97"
"Reactors per 1000 Tests A.P.T.","2011","Meath","Number","2.35"
"Reactors per 1000 Tests A.P.T.","2011","Monaghan","Number","1.46"
"Reactors per 1000 Tests A.P.T.","2011","Offaly","Number","2.02"
"Reactors per 1000 Tests A.P.T.","2011","Roscommon","Number","2.11"
"Reactors per 1000 Tests A.P.T.","2011","Sligo","Number","2.03"
"Reactors per 1000 Tests A.P.T.","2011","Tipperary North","Number","2.08"
"Reactors per 1000 Tests A.P.T.","2011","Tipperary South","Number","1.55"
"Reactors per 1000 Tests A.P.T.","2011","Waterford","Number","2.03"
"Reactors per 1000 Tests A.P.T.","2011","Westmeath","Number","3.2"
"Reactors per 1000 Tests A.P.T.","2011","Wexford","Number","3.79"
"Reactors per 1000 Tests A.P.T.","2011","Wicklow E","Number","5.63"
"Reactors per 1000 Tests A.P.T.","2011","Wicklow W","Number","9.02"
"Reactors per 1000 Tests A.P.T.","2012","State","Number","2.16"
"Reactors per 1000 Tests A.P.T.","2012","Carlow","Number","1.54"
"Reactors per 1000 Tests A.P.T.","2012","Cavan","Number","2.52"
"Reactors per 1000 Tests A.P.T.","2012","Clare","Number","3.02"
"Reactors per 1000 Tests A.P.T.","2012","Cork North","Number","1.87"
"Reactors per 1000 Tests A.P.T.","2012","Cork South","Number","2.03"
"Reactors per 1000 Tests A.P.T.","2012","Donegal","Number","2.57"
"Reactors per 1000 Tests A.P.T.","2012","Dublin","Number","1.62"
"Reactors per 1000 Tests A.P.T.","2012","Galway","Number","2.03"
"Reactors per 1000 Tests A.P.T.","2012","Kerry","Number","3.34"
"Reactors per 1000 Tests A.P.T.","2012","Kildare","Number","0.91"
"Reactors per 1000 Tests A.P.T.","2012","Kilkenny","Number","2.01"
"Reactors per 1000 Tests A.P.T.","2012","Laois","Number","1.73"
"Reactors per 1000 Tests A.P.T.","2012","Leitrim","Number","2.35"
"Reactors per 1000 Tests A.P.T.","2012","Limerick","Number","2.17"
"Reactors per 1000 Tests A.P.T.","2012","Longford","Number","1.96"
"Reactors per 1000 Tests A.P.T.","2012","Louth","Number","1.06"
"Reactors per 1000 Tests A.P.T.","2012","Mayo","Number","1.46"
"Reactors per 1000 Tests A.P.T.","2012","Meath","Number","2.19"
"Reactors per 1000 Tests A.P.T.","2012","Monaghan","Number","2.62"
"Reactors per 1000 Tests A.P.T.","2012","Offaly","Number","1.79"
"Reactors per 1000 Tests A.P.T.","2012","Roscommon","Number","2.61"
"Reactors per 1000 Tests A.P.T.","2012","Sligo","Number","2.45"
"Reactors per 1000 Tests A.P.T.","2012","Tipperary North","Number","1.69"
"Reactors per 1000 Tests A.P.T.","2012","Tipperary South","Number","0.92"
"Reactors per 1000 Tests A.P.T.","2012","Waterford","Number","0.98"
"Reactors per 1000 Tests A.P.T.","2012","Westmeath","Number","3.25"
"Reactors per 1000 Tests A.P.T.","2012","Wexford","Number","2.43"
"Reactors per 1000 Tests A.P.T.","2012","Wicklow E","Number","6.04"
"Reactors per 1000 Tests A.P.T.","2012","Wicklow W","Number","3.49"
"Reactors per 1000 Tests A.P.T.","2013","State","Number","1.84"
"Reactors per 1000 Tests A.P.T.","2013","Carlow","Number","0.71"
"Reactors per 1000 Tests A.P.T.","2013","Cavan","Number","2.93"
"Reactors per 1000 Tests A.P.T.","2013","Clare","Number","3.15"
"Reactors per 1000 Tests A.P.T.","2013","Cork North","Number","1.43"
"Reactors per 1000 Tests A.P.T.","2013","Cork South","Number","1.79"
"Reactors per 1000 Tests A.P.T.","2013","Donegal","Number","1.91"
"Reactors per 1000 Tests A.P.T.","2013","Dublin","Number","1.82"
"Reactors per 1000 Tests A.P.T.","2013","Galway","Number","1.79"
"Reactors per 1000 Tests A.P.T.","2013","Kerry","Number","1.82"
"Reactors per 1000 Tests A.P.T.","2013","Kildare","Number","1.03"
"Reactors per 1000 Tests A.P.T.","2013","Kilkenny","Number","1.4"
"Reactors per 1000 Tests A.P.T.","2013","Laois","Number","2.02"
"Reactors per 1000 Tests A.P.T.","2013","Leitrim","Number","2.03"
"Reactors per 1000 Tests A.P.T.","2013","Limerick","Number","1.87"
"Reactors per 1000 Tests A.P.T.","2013","Longford","Number","1.22"
"Reactors per 1000 Tests A.P.T.","2013","Louth","Number","1.07"
"Reactors per 1000 Tests A.P.T.","2013","Mayo","Number","1.37"
"Reactors per 1000 Tests A.P.T.","2013","Meath","Number","1.87"
"Reactors per 1000 Tests A.P.T.","2013","Monaghan","Number","2.58"
"Reactors per 1000 Tests A.P.T.","2013","Offaly","Number","2.1"
"Reactors per 1000 Tests A.P.T.","2013","Roscommon","Number","2.05"
"Reactors per 1000 Tests A.P.T.","2013","Sligo","Number","1.51"
"Reactors per 1000 Tests A.P.T.","2013","Tipperary North","Number","1.71"
"Reactors per 1000 Tests A.P.T.","2013","Tipperary South","Number","0.75"
"Reactors per 1000 Tests A.P.T.","2013","Waterford","Number","1.6"
"Reactors per 1000 Tests A.P.T.","2013","Westmeath","Number","1.96"
"Reactors per 1000 Tests A.P.T.","2013","Wexford","Number","1.91"
"Reactors per 1000 Tests A.P.T.","2013","Wicklow E","Number","5.03"
"Reactors per 1000 Tests A.P.T.","2013","Wicklow W","Number","2.14"
"Reactors per 1000 Tests A.P.T.","2014","State","Number","1.91"
"Reactors per 1000 Tests A.P.T.","2014","Carlow","Number","0.29"
"Reactors per 1000 Tests A.P.T.","2014","Cavan","Number","2.22"
"Reactors per 1000 Tests A.P.T.","2014","Clare","Number","4.55"
"Reactors per 1000 Tests A.P.T.","2014","Cork North","Number","1.64"
"Reactors per 1000 Tests A.P.T.","2014","Cork South","Number","1.58"
"Reactors per 1000 Tests A.P.T.","2014","Donegal","Number","2.02"
"Reactors per 1000 Tests A.P.T.","2014","Dublin","Number","1.53"
"Reactors per 1000 Tests A.P.T.","2014","Galway","Number","2.06"
"Reactors per 1000 Tests A.P.T.","2014","Kerry","Number","2.73"
"Reactors per 1000 Tests A.P.T.","2014","Kildare","Number","1.2"
"Reactors per 1000 Tests A.P.T.","2014","Kilkenny","Number","0.93"
